,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.906288,116.244723,0,174,39590.4442361111,2008-05-22,10:39:42,2008-05-22 10:39:42,-,-7893.848137273543,-7803.407123773882
1,39.906278,116.244701,0,174,39590.4442592593,2008-05-22,10:39:44,2008-05-22 10:39:44,-,-7895.7222633701585,-7804.518794637879
2,39.90628,116.244692,0,171,39590.4442824074,2008-05-22,10:39:46,2008-05-22 10:39:46,-,-7896.488951320118,-7804.296460464837
3,39.906289,116.244676,0,169,39590.444305555604,2008-05-22,10:39:48,2008-05-22 10:39:48,-,-7897.8519521173475,-7803.2959566878335
4,39.90629600000001,116.244659,0,167,39590.4443287037,2008-05-22,10:39:50,2008-05-22 10:39:50,-,-7899.300140466909,-7802.51778708233
5,39.906304,116.244649,0,165,39590.4443518519,2008-05-22,10:39:52,2008-05-22 10:39:52,-,-7900.1520159648335,-7801.628450394429
6,39.906341,116.244638,0,162,39590.444375,2008-05-22,10:39:54,2008-05-22 10:39:54,-,-7901.08907901512,-7797.515268217614
7,39.906401,116.244617,0,160,39590.4443981481,2008-05-22,10:39:56,2008-05-22 10:39:56,-,-7902.878017561055,-7790.845243101212
8,39.906463,116.244609,0,158,39590.4444212963,2008-05-22,10:39:58,2008-05-22 10:39:58,-,-7903.559517960612,-7783.952883863947
9,39.906535,116.244599,0,157,39590.4444444444,2008-05-22,10:40:00,2008-05-22 10:40:00,-,-7904.411393460579,-7775.948853843511
10,39.906616,116.244582,0,157,39590.4444675926,2008-05-22,10:40:02,2008-05-22 10:40:02,-,-7905.8595818076465,-7766.944320149397
11,39.906693,116.244565,0,156,39590.4444907407,2008-05-22,10:40:04,2008-05-22 10:40:04,-,-7907.307770154644,-7758.384454864055
12,39.90674,116.244506,0,156,39590.4445138889,2008-05-22,10:40:06,2008-05-22 10:40:06,-,-7912.333835596723,-7753.15960206464
13,39.906767,116.244415,0,156,39590.444537037,2008-05-22,10:40:08,2008-05-22 10:40:08,-,-7920.085902632551,-7750.158090895026
14,39.906769,116.244341,0,158,39590.4445601852,2008-05-22,10:40:10,2008-05-22 10:40:10,-,-7926.389781318173,-7749.935756735211
15,39.90678,116.244283,0,154,39590.4445833333,2008-05-22,10:40:12,2008-05-22 10:40:12,-,-7931.330659206828,-7748.712918853594
16,39.906779,116.244262,0,152,39590.4446064815,2008-05-22,10:40:14,2008-05-22 10:40:14,-,-7933.119597753073,-7748.824085933356
17,39.906779,116.244252,0,152,39590.4446296296,2008-05-22,10:40:16,2008-05-22 10:40:16,-,-7933.971473250009,-7748.824085933356
18,39.906778,116.244249,0,152,39590.4446527778,2008-05-22,10:40:18,2008-05-22 10:40:18,-,-7934.227035900385,-7748.935253013129
19,39.906779,116.244246,0,152,39590.4446759259,2008-05-22,10:40:20,2008-05-22 10:40:20,-,-7934.482598548592,-7748.824085933356
20,39.906778,116.244243,0,152,39590.4446990741,2008-05-22,10:40:22,2008-05-22 10:40:22,-,-7934.738161198962,-7748.935253013129
21,39.906778,116.244239,0,152,39590.4447222222,2008-05-22,10:40:24,2008-05-22 10:40:24,-,-7935.078911399457,-7748.935253013129
22,39.906778,116.244239,0,152,39590.4447453704,2008-05-22,10:40:26,2008-05-22 10:40:26,-,-7935.078911399457,-7748.935253013129
23,39.906779,116.244245,0,152,39590.4447685185,2008-05-22,10:40:28,2008-05-22 10:40:28,-,-7934.567786098717,-7748.824085933356
24,39.906779,116.244236,0,152,39590.4447916667,2008-05-22,10:40:30,2008-05-22 10:40:30,-,-7935.334474047654,-7748.824085933356
25,39.906779,116.244229,0,152,39590.4448148148,2008-05-22,10:40:32,2008-05-22 10:40:32,-,-7935.930786896333,-7748.824085933356
26,39.90678,116.244224,0,152,39590.444837963,2008-05-22,10:40:34,2008-05-22 10:40:34,-,-7936.356724644763,-7748.712918853594
27,39.90678,116.244229,0,152,39590.4448611111,2008-05-22,10:40:36,2008-05-22 10:40:36,-,-7935.930786896333,-7748.712918853594
28,39.906782,116.244219,0,152,39590.444884259305,2008-05-22,10:40:38,2008-05-22 10:40:38,-,-7936.782662393187,-7748.490584693403
29,39.906797,116.244187,0,152,39590.4449074074,2008-05-22,10:40:40,2008-05-22 10:40:40,-,-7939.508663988151,-7746.823078495368
30,39.906828,116.24417,0,155,39590.4449305556,2008-05-22,10:40:42,2008-05-22 10:40:42,-,-7940.956852333474,-7743.376899027375
31,39.90685,116.24415,0,156,39590.4449537037,2008-05-22,10:40:44,2008-05-22 10:40:44,-,-7942.66060332686,-7740.931223283724
32,39.906888,116.244134,0,155,39590.4449768519,2008-05-22,10:40:46,2008-05-22 10:40:46,-,-7944.0236041241,-7736.706874285722
33,39.906918,116.244134,0,157,39590.445,2008-05-22,10:40:48,2008-05-22 10:40:48,-,-7944.0236041241,-7733.371861932531
34,39.906945,116.244127,0,158,39590.4450231481,2008-05-22,10:40:50,2008-05-22 10:40:50,-,-7944.619916972599,-7730.370350824438
35,39.906972,116.244128,0,163,39590.4450462963,2008-05-22,10:40:52,2008-05-22 10:40:52,-,-7944.534729422505,-7727.368839724969
36,39.906996,116.244122,0,166,39590.4450694444,2008-05-22,10:40:54,2008-05-22 10:40:54,-,-7945.045854720902,-7724.700829867161
37,39.907022,116.244114,0,165,39590.4450925926,2008-05-22,10:40:56,2008-05-22 10:40:56,-,-7945.727355119472,-7721.810485863382
38,39.907047,116.244106,0,166,39590.445115740695,2008-05-22,10:40:58,2008-05-22 10:40:58,-,-7946.408855518027,-7719.031308943884
39,39.907074,116.244104,0,167,39590.4451388889,2008-05-22,10:41:00,2008-05-22 10:41:00,-,-7946.579230618207,-7716.029797880377
40,39.907106,116.244089,0,166,39590.445162037,2008-05-22,10:41:02,2008-05-22 10:41:02,-,-7947.857043863009,-7712.472451446721
41,39.907132,116.244086,0,168,39590.4451851852,2008-05-22,10:41:04,2008-05-22 10:41:04,-,-7948.112606513263,-7709.5821074788455
42,39.907161,116.244094,0,165,39590.4452083333,2008-05-22,10:41:06,2008-05-22 10:41:06,-,-7947.431106114748,-7706.3582622942295
43,39.907188,116.244107,0,164,39590.4452314815,2008-05-22,10:41:08,2008-05-22 10:41:08,-,-7946.3236679679385,-7703.356751270125
44,39.907209,116.244117,0,164,39590.4452546296,2008-05-22,10:41:10,2008-05-22 10:41:10,-,-7945.471792469198,-7701.0222427021135
45,39.907234,116.24411299999998,0,164,39590.4452777778,2008-05-22,10:41:12,2008-05-22 10:41:12,-,-7945.812542671733,-7698.243065842459
46,39.907263,116.244104,0,166,39590.4453009259,2008-05-22,10:41:14,2008-05-22 10:41:14,-,-7946.579230618207,-7695.019220695708
47,39.90728,116.24408400000002,0,169,39590.4453240741,2008-05-22,10:41:16,2008-05-22 10:41:16,-,-7948.282981611264,-7693.12938044259
48,39.907308,116.244024,0,171,39590.4453472222,2008-05-22,10:41:18,2008-05-22 10:41:18,-,-7953.394234596337,-7690.016702385905
49,39.907318,116.243979,0,172,39590.4453703704,2008-05-22,10:41:20,2008-05-22 10:41:20,-,-7957.22767433401,-7688.905031654462
50,39.907328,116.24391,0,172,39590.4453935185,2008-05-22,10:41:22,2008-05-22 10:41:22,-,-7963.105615263545,-7687.793360923593
51,39.90733400000001,116.243871,0,175,39590.4454166667,2008-05-22,10:41:24,2008-05-22 10:41:24,-,-7966.427929701921,-7687.126358483847
