,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.985105,116.352715,0,251,39645.4218865741,2008-07-16,10:07:31,2008-07-16 10:07:31,-,1305.7266370297746,958.4093481730922
1,39.985495,116.35274,0,226,39645.5553472222,2008-07-16,13:19:42,2008-07-16 13:19:42,-,1307.856326056721,1001.7641172302638
2,39.98502,116.352113,0,235,39645.5554050926,2008-07-16,13:19:47,2008-07-16 13:19:47,-,1254.4437252460586,948.9602315816829
3,39.985059,116.352118,0,259,39645.555462963,2008-07-16,13:19:52,2008-07-16 13:19:52,-,1254.8696630533054,953.2957086176923
4,39.985082,116.352118,0,271,39645.5555208333,2008-07-16,13:19:57,2008-07-16 13:19:57,-,1254.8696630533054,955.8525283991344
5,39.985108,116.352045,0,267,39645.5555787037,2008-07-16,13:20:02,2008-07-16 13:20:02,-,1248.6509710912512,958.7428464039476
6,39.985125,116.351991,0,273,39645.5556365741,2008-07-16,13:20:07,2008-07-16 13:20:07,-,1244.0508427901227,960.6326697108935
7,39.985089,116.351949,0,286,39645.555694444396,2008-07-16,13:20:12,2008-07-16 13:20:12,-,1240.472965224185,956.6306909401517
8,39.985084,116.351871,0,291,39645.5557523148,2008-07-16,13:20:17,2008-07-16 13:20:17,-,1233.828335456522,956.0748605538759
9,39.985113,116.351809,0,297,39645.5558101852,2008-07-16,13:20:22,2008-07-16 13:20:22,-,1228.546706667673,959.2986767893933
10,39.985142,116.351713,0,301,39645.5558680556,2008-07-16,13:20:27,2008-07-16 13:20:27,-,1220.3687007975598,962.5224930141371
11,39.985175,116.351649,0,304,39645.555925925895,2008-07-16,13:20:32,2008-07-16 13:20:32,-,1214.9166968853995,966.1909735322708
12,39.9852,116.351594,0,312,39645.5559837963,2008-07-16,13:20:37,2008-07-16 13:20:37,-,1210.231381024142,968.970125431303
13,39.985219,116.351546,0,314,39645.5560416667,2008-07-16,13:20:42,2008-07-16 13:20:42,-,1206.1423780887344,971.0822808687883
14,39.98525,116.351499,0,322,39645.556099537,2008-07-16,13:20:47,2008-07-16 13:20:47,-,1202.1385627168806,974.5284292046401
15,39.985284,116.351436,0,322,39645.5561574074,2008-07-16,13:20:52,2008-07-16 13:20:52,-,1196.7717463656754,978.3080757522719
16,39.985321,116.351371,0,329,39645.5562152778,2008-07-16,13:20:57,2008-07-16 13:20:57,-,1191.2345548891976,982.4212205070569
17,39.985376,116.351321,0,348,39645.5562731481,2008-07-16,13:21:02,2008-07-16 13:21:02,-,1186.9751768325946,988.5353545714883
18,39.985432,116.351215,0,369,39645.5563310185,2008-07-16,13:21:07,2008-07-16 13:21:07,-,1177.945295352376,994.7606546690124
19,39.985495,116.351167,0,385,39645.5563888889,2008-07-16,13:21:12,2008-07-16 13:21:12,-,1173.8562924162873,1001.7641172302638
20,39.985556,116.351123,0,402,39645.5564467593,2008-07-16,13:21:17,2008-07-16 13:21:17,-,1170.1080397260616,1008.5452475994864
21,39.985553,116.351084,0,411,39645.556504629596,2008-07-16,13:21:22,2008-07-16 13:21:22,-,1166.7857248410412,1008.2117493858487
22,39.985542,116.351059,0,415,39645.5565625,2008-07-16,13:21:27,2008-07-16 13:21:27,-,1164.656035812486,1006.988922601288
23,39.985542,116.351048,0,416,39645.5566203704,2008-07-16,13:21:32,2008-07-16 13:21:32,-,1163.7189726404345,1006.988922601288
