,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.985324,116.352714,0,492,39615.212905092594,2008-06-16,05:06:35,2008-06-16 05:06:35,-,1305.6414494683493,982.754718729611
1,39.985173,116.352532,0,492,39615.212962963,2008-06-16,05:06:40,2008-06-16 05:06:40,-,1290.137313348974,965.9686413805682
2,39.98523,116.352503,0,492,39615.2130208333,2008-06-16,05:06:45,2008-06-16 05:06:45,-,1287.6668740782475,972.3051076988656
3,39.985256,116.352452,0,492,39615.2130787037,2008-06-16,05:06:50,2008-06-16 05:06:50,-,1283.322308460243,975.1954256550902
4,39.985297,116.352304,0,492,39615.2131365741,2008-06-16,05:06:55,2008-06-16 05:06:55,-,1270.7145494193137,979.7532347224737
5,39.985305,116.35225,0,492,39615.2131944444,2008-06-16,05:07:00,2008-06-16 05:07:00,-,1266.1144211187375,980.6425633176831
6,39.985435,116.35226000000002,0,493,39615.2132523148,2008-06-16,05:07:05,2008-06-16 05:07:05,-,1266.9662967310076,995.0941528873004
7,39.985538,116.352229,0,495,39615.2133101852,2008-06-16,05:07:10,2008-06-16 05:07:10,-,1264.3254823349075,1006.5442583145162
8,39.98560300000001,116.35218799999998,0,497,39615.2133680556,2008-06-16,05:07:15,2008-06-16 05:07:15,-,1260.8327923286424,1013.7700529337822
9,39.985669,116.352117,0,501,39615.2134259259,2008-06-16,05:07:20,2008-06-16 05:07:20,-,1254.7844754918563,1021.1070135656105
10,39.985676,116.35201399999998,0,504,39615.2134837963,2008-06-16,05:07:25,2008-06-16 05:07:25,-,1246.0101566948883,1021.8851760539883
11,39.98569000000001,116.351929,0,509,39615.2135416667,2008-06-16,05:07:30,2008-06-16 05:07:30,-,1238.769214001563,1023.4415010295676
