,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.968893,116.314598,0,492,39691.9823611111,2008-08-31,23:34:36,2008-08-31 23:34:36,-,-1941.3676340759828,-843.8167756285745
1,39.96882100000001,116.314585,0,492,39691.9823842593,2008-08-31,23:34:38,2008-08-31 23:34:38,-,-1942.4750723652196,-851.8207481567599
2,39.968652,116.314555,0,492,39691.982407407406,2008-08-31,23:34:40,2008-08-31 23:34:40,-,-1945.030699185662,-870.6078506069915
3,39.968808,116.31444,0,492,39691.9824305556,2008-08-31,23:34:42,2008-08-31 23:34:42,-,-1954.8272686660418,-853.2659098720725
4,39.968871,116.314432,0,492,39691.9824537037,2008-08-31,23:34:44,2008-08-31 23:34:44,-,-1955.5087691521499,-846.2624338942862
5,39.968908,116.314435,0,492,39691.9824768519,2008-08-31,23:34:46,2008-08-31 23:34:46,-,-1955.2532064712143,-842.149281359667
6,39.968931,116.314433,0,492,39691.9825,2008-08-31,23:34:48,2008-08-31 23:34:48,-,-1955.423581593283,-839.5924568204554
7,39.968939,116.314453,0,491,39691.9825231481,2008-08-31,23:34:50,2008-08-31 23:34:50,-,-1953.719830379088,-838.7031265473812
8,39.968914,116.31446,0,492,39691.9825462963,2008-08-31,23:34:52,2008-08-31 23:34:52,-,-1953.1235174540054,-841.482283653194
9,39.968886,116.314467,0,492,39691.9825694444,2008-08-31,23:34:54,2008-08-31 23:34:54,-,-1952.5272045289203,-844.594939621859
10,39.968878,116.314473,0,492,39691.9825925926,2008-08-31,23:34:56,2008-08-31 23:34:56,-,-1952.0160791627009,-845.4842699003639
11,39.968879,116.314424,0,492,39691.9826157407,2008-08-31,23:34:58,2008-08-31 23:34:58,-,-1956.1902696382538,-845.3731036150641
12,39.967712,116.313909,0,-315,39691.982662037,2008-08-31,23:35:02,2008-08-31 23:35:02,-,-2000.0618633889967,-975.1041667619077
13,39.967668,116.313892,0,-316,39691.9826851852,2008-08-31,23:35:04,2008-08-31 23:35:04,-,-2001.5100519216808,-979.9954839651199
14,39.96783,116.313995,0,-308,39691.9827083333,2008-08-31,23:35:06,2008-08-31 23:35:06,-,-1992.7357331707967,-961.9865434742393
15,39.96783,116.314004,0,-308,39691.9827314815,2008-08-31,23:35:08,2008-08-31 23:35:08,-,-1991.9690451260656,-961.9865434742393
16,39.968034,116.314265,0,-234,39691.9827546296,2008-08-31,23:35:10,2008-08-31 23:35:10,-,-1969.7350917876463,-939.3086188896888
17,39.968033,116.314271,0,-228,39691.9827777778,2008-08-31,23:35:12,2008-08-31 23:35:12,-,-1969.2239664236695,-939.4197851858122
18,39.968032,116.314277,0,-223,39691.9828009259,2008-08-31,23:35:14,2008-08-31 23:35:14,-,-1968.7128410596902,-939.5309514812411
19,39.968035,116.31428,0,-222,39691.9828240741,2008-08-31,23:35:16,2008-08-31 23:35:16,-,-1968.4572783787835,-939.1974525942856
20,39.968037,116.31428,0,-221,39691.9828472222,2008-08-31,23:35:18,2008-08-31 23:35:18,-,-1968.4572783787835,-938.975120002103
21,39.96803900000001,116.31428,0,-220,39691.9828703704,2008-08-31,23:35:20,2008-08-31 23:35:20,-,-1968.4572783787835,-938.7527874099718
22,39.96804,116.314282,0,-220,39691.9828935185,2008-08-31,23:35:22,2008-08-31 23:35:22,-,-1968.2869032567335,-938.6416211153396
23,39.96804,116.314287,0,-219,39691.9829166667,2008-08-31,23:35:24,2008-08-31 23:35:24,-,-1967.8609654537752,-938.6416211153396
24,39.96804,116.314287,0,-219,39691.9829398148,2008-08-31,23:35:26,2008-08-31 23:35:26,-,-1967.8609654537752,-938.6416211153396
25,39.96804,116.314289,0,-219,39691.982962963,2008-08-31,23:35:28,2008-08-31 23:35:28,-,-1967.690590331725,-938.6416211153396
