,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.985377,116.352019,0,159,39609.4559027778,2008-06-10,10:56:30,2008-06-10 10:56:30,-,1246.4360945021544,988.6465206447452
1,39.985383,116.351886,0,101,39609.4559259259,2008-06-10,10:56:32,2008-06-10 10:56:32,-,1235.1061488718979,989.3135170854338
2,39.985401,116.351815,0,89,39609.4559490741,2008-06-10,10:56:34,2008-06-10 10:56:34,-,1229.0578320342727,991.314506405439
3,39.985404,116.351793,0,104,39609.455972222204,2008-06-10,10:56:36,2008-06-10 10:56:36,-,1227.1837056886231,991.6480046249185
4,39.985429,116.351792,0,101,39609.4559953704,2008-06-10,10:56:38,2008-06-10 10:56:38,-,1227.0985181271612,994.427156450609
5,39.985414,116.351758,0,105,39609.4560185185,2008-06-10,10:56:40,2008-06-10 10:56:40,-,1224.2021410482714,992.7596653561554
6,39.98542800000001,116.351749,0,101,39609.4560416667,2008-06-10,10:56:42,2008-06-10 10:56:42,-,1223.4354529994357,994.3159903787251
7,39.985424,116.351719,0,101,39609.456064814796,2008-06-10,10:56:44,2008-06-10 10:56:44,-,1220.8798261641814,993.8713260861116
8,39.985422,116.351702,0,102,39609.456087963,2008-06-10,10:56:46,2008-06-10 10:56:46,-,1219.431637625778,993.6489939400813
9,39.985427,116.351676,0,102,39609.456111111096,2008-06-10,10:56:48,2008-06-10 10:56:48,-,1217.2167610363354,994.2048243047068
10,39.985427,116.351644,0,99,39609.4561342593,2008-06-10,10:56:50,2008-06-10 10:56:50,-,1214.4907590802293,994.2048243047068
11,39.985436,116.351627,0,93,39609.4561574074,2008-06-10,10:56:52,2008-06-10 10:56:52,-,1213.0425705396096,995.2053189598018
12,39.985441,116.351604,0,93,39609.4561805556,2008-06-10,10:56:54,2008-06-10 10:56:54,-,1211.0832566345,995.7611493235307
13,39.985435,116.351575,0,89,39609.4562037037,2008-06-10,10:56:56,2008-06-10 10:56:56,-,1208.612817362717,995.0941528873004
14,39.985438,116.351545,0,90,39609.4562268518,2008-06-10,10:56:58,2008-06-10 10:56:58,-,1206.0571905272634,995.4276511054732
15,39.985445,116.351525,0,88,39609.45625,2008-06-10,10:57:00,2008-06-10 10:57:00,-,1204.3534393043308,996.2058136138589
16,39.985453,116.351503,0,87,39609.4562731481,2008-06-10,10:57:02,2008-06-10 10:57:02,-,1202.4793129606053,997.0951421946078
