,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.985684,116.37056,0,74,39608.3895717593,2008-06-09,09:20:59,2008-06-09 09:20:59,walk,2825.898655577921,1022.7745046110625
1,39.985681,116.370548,0,79,39608.3895949074,2008-06-09,09:21:01,2008-06-09 09:21:01,walk,2824.8764048590538,1022.4410064023442
2,39.985735,116.37049,0,82,39608.389618055604,2008-06-09,09:21:03,2008-06-09 09:21:03,walk,2819.935526385068,1028.443974143049
3,39.985745,116.370468,0,82,39608.3896412037,2008-06-09,09:21:05,2008-06-09 09:21:05,walk,2818.061400065553,1029.5556348318821
4,39.985766,116.370422,0,83,39608.3896643519,2008-06-09,09:21:07,2008-06-09 09:21:07,walk,2814.1427723080033,1031.890122273979
5,39.985782,116.370385,0,83,39608.3896875,2008-06-09,09:21:09,2008-06-09 09:21:09,walk,2810.99083259064,1033.6687793688602
6,39.985809,116.370345,0,85,39608.3897106481,2008-06-09,09:21:11,2008-06-09 09:21:11,walk,2807.5833301922994,1036.6702632096542
7,39.985817,116.370319,0,85,39608.3897337963,2008-06-09,09:21:13,2008-06-09 09:21:13,walk,2805.368453633519,1037.5595917523906
8,39.985836,116.370281,0,84,39608.3897569444,2008-06-09,09:21:15,2008-06-09 09:21:15,walk,2802.1313263555285,1039.6717470396945
9,39.985837,116.370247,0,84,39608.3897800926,2008-06-09,09:21:17,2008-06-09 09:21:17,walk,2799.2349493164197,1039.782913107059
10,39.985844,116.370203,0,86,39608.3898032407,2008-06-09,09:21:19,2008-06-09 09:21:19,walk,2795.48669667857,1040.561075581078
11,39.985841,116.370164,0,85,39608.3898263889,2008-06-09,09:21:21,2008-06-09 09:21:21,walk,2792.1643818398898,1040.227577377802
12,39.985842,116.37013,0,87,39608.389849537,2008-06-09,09:21:23,2008-06-09 09:21:23,walk,2789.2680048004313,1040.338743445102
13,39.985849,116.37009,0,88,39608.3898726852,2008-06-09,09:21:25,2008-06-09 09:21:25,walk,2785.8605024033614,1041.116905918673
14,39.985855,116.37005,0,86,39608.3898958333,2008-06-09,09:21:27,2008-06-09 09:21:27,walk,2782.4530000039836,1041.7839023230813
15,39.985845,116.37001200000002,0,86,39608.3899189815,2008-06-09,09:21:29,2008-06-09 09:21:29,walk,2779.215872725095,1040.6722416476327
16,39.985841,116.369988,0,83,39608.3899421296,2008-06-09,09:21:31,2008-06-09 09:21:31,walk,2777.1713712861892,1040.227577377802
17,39.985837,116.369949,0,81,39608.3899652778,2008-06-09,09:21:33,2008-06-09 09:21:33,walk,2773.849056446775,1039.782913107059
18,39.98584,116.369906,0,83,39608.3899884259,2008-06-09,09:21:35,2008-06-09 09:21:35,walk,2770.1859913659337,1040.116411310489
19,39.985842,116.369863,0,84,39608.3900115741,2008-06-09,09:21:37,2008-06-09 09:21:37,walk,2766.5229262870985,1040.338743445102
20,39.98584,116.369833,0,84,39608.3900347222,2008-06-09,09:21:39,2008-06-09 09:21:39,walk,2763.9672994880684,1040.116411310489
21,39.985843,116.369794,0,84,39608.3900578704,2008-06-09,09:21:41,2008-06-09 09:21:41,walk,2760.644984648128,1040.4499095138037
22,39.985847,116.369756,0,85,39608.3900810185,2008-06-09,09:21:43,2008-06-09 09:21:43,walk,2757.4078573662255,1040.894573783532
23,39.985843,116.369719,0,84,39608.3901041667,2008-06-09,09:21:45,2008-06-09 09:21:45,walk,2754.255917646705,1040.4499095138037
24,39.985842,116.369683,0,85,39608.3901273148,2008-06-09,09:21:47,2008-06-09 09:21:47,walk,2751.1891654874094,1040.338743445102
