,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.984749,116.350782,0,492,39601.1570138889,2008-06-02,03:46:06,2008-06-02 03:46:06,bus,1141.0590813717101,918.8342239487707
1,39.984682,116.351211,0,491,39601.157037037,2008-06-02,03:46:08,2008-06-02 03:46:08,bus,1177.6045451086084,911.3860964555103
2,39.984698,116.351194,0,492,39601.1570601852,2008-06-02,03:46:10,2008-06-02 03:46:10,bus,1176.156356567712,913.1647537725815
3,39.984721,116.351149,0,492,39601.1570833333,2008-06-02,03:46:12,2008-06-02 03:46:12,bus,1172.3229163160445,915.7215736603911
4,39.984729,116.351181,0,492,39601.1571064815,2008-06-02,03:46:14,2008-06-02 03:46:14,bus,1175.0489182727454,916.6109023153398
5,39.98473,116.351153,0,493,39601.1571296296,2008-06-02,03:46:16,2008-06-02 03:46:16,bus,1172.6636665598214,916.7220683968853
6,39.984707,116.351177,0,494,39601.1571527778,2008-06-02,03:46:18,2008-06-02 03:46:18,bus,1174.7081680289728,914.1652485117278
7,39.984663,116.351216,0,493,39601.157175925895,2008-06-02,03:46:20,2008-06-02 03:46:20,bus,1178.0304829116922,909.27394088661
8,39.98464,116.351297,0,493,39601.1571990741,2008-06-02,03:46:22,2008-06-02 03:46:22,bus,1184.9306753657393,906.7171209824181
9,39.984618,116.35138700000002,0,493,39601.1572222222,2008-06-02,03:46:24,2008-06-02 03:46:24,bus,1192.5975558706718,904.2714671537229
10,39.984516,116.351647,0,491,39601.1572453704,2008-06-02,03:46:26,2008-06-02 03:46:26,bus,1214.7463217646318,892.9325265968477
11,39.984587,116.351549,0,491,39601.1572685185,2008-06-02,03:46:28,2008-06-02 03:46:28,bus,1206.397940773148,900.8253185668832
12,39.984608,116.351571,0,491,39601.1572916667,2008-06-02,03:46:30,2008-06-02 03:46:30,bus,1208.2720671190034,903.1598063212198
13,39.984593,116.351652,0,491,39601.1573148148,2008-06-02,03:46:32,2008-06-02 03:46:32,bus,1215.1722595698013,901.4923150690017
14,39.984596,116.351683,0,492,39601.157337963,2008-06-02,03:46:34,2008-06-02 03:46:34,bus,1217.8130739644314,901.8258133202417
15,39.984592,116.351658,0,492,39601.1573611111,2008-06-02,03:46:36,2008-06-02 03:46:36,bus,1215.6833849364366,901.381148985701
16,39.984577,116.351669,0,492,39601.1573842593,2008-06-02,03:46:38,2008-06-02 03:46:38,bus,1216.620448108237,899.7136577304085
17,39.984565,116.351676,0,492,39601.1574074074,2008-06-02,03:46:40,2008-06-02 03:46:40,bus,1217.2167610363354,898.379664724665
18,39.984542,116.351647,0,492,39601.1574305556,2008-06-02,03:46:42,2008-06-02 03:46:42,bus,1214.7463217646318,895.8228447901836
19,39.984524,116.35154,0,492,39601.1574537037,2008-06-02,03:46:44,2008-06-02 03:46:44,bus,1205.6312527220734,893.8218552728059
