,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.937032,116.389626,0,184,39656.704212963,2008-07-27,16:54:04,2008-07-27 16:54:04,bus,4450.08465395757,-4385.692272200839
1,39.937245,116.389647,0,184,39656.7042708333,2008-07-27,16:54:09,2008-07-27 16:54:09,bus,4451.873592668675,-4362.013766944375
2,39.937581,116.389638,0,182,39656.7043287037,2008-07-27,16:54:14,2008-07-27 16:54:14,bus,4451.106904650257,-4324.661759832224
3,39.938018,116.389774,0,173,39656.7043865741,2008-07-27,16:54:19,2008-07-27 16:54:19,bus,4462.6924125029145,-4276.081919412645
4,39.938291,116.389778,0,163,39656.704444444396,2008-07-27,16:54:24,2008-07-27 16:54:24,bus,4463.033162733006,-4245.733416226809
5,39.93849,116.389797,0,148,39656.7045023148,2008-07-27,16:54:29,2008-07-27 16:54:29,bus,4464.651726329708,-4223.611247838586
6,39.938532,116.389802,0,145,39656.7045601852,2008-07-27,16:54:34,2008-07-27 16:54:34,bus,4465.077664120016,-4218.942247540784
7,39.938535,116.389795,0,145,39656.7046180556,2008-07-27,16:54:39,2008-07-27 16:54:39,bus,4464.481351215751,-4218.608747519719
8,39.938535,116.389787,0,144,39656.704675925896,2008-07-27,16:54:44,2008-07-27 16:54:44,bus,4463.799850753415,-4218.608747519719
9,39.938535,116.389787,0,144,39656.7047106481,2008-07-27,16:54:47,2008-07-27 16:54:47,bus,4463.799850753415,-4218.608747519719
10,39.938536,116.389788,0,143,39656.7047337963,2008-07-27,16:54:49,2008-07-27 16:54:49,bus,4463.885038309311,-4218.49758084653
11,39.938574,116.389785,0,143,39656.7047916667,2008-07-27,16:54:54,2008-07-27 16:54:54,bus,4463.629475637288,-4214.273247264862
12,39.93884600000001,116.389729,0,146,39656.704849537,2008-07-27,16:54:59,2008-07-27 16:54:59,bus,4458.858972405006,-4184.035912690456
13,39.939019,116.389407,0,145,39656.7049074074,2008-07-27,16:55:04,2008-07-27 16:55:04,bus,4431.428578807077,-4164.804079062627
14,39.939219,116.388978,0,144,39656.7049652778,2008-07-27,16:55:09,2008-07-27 16:55:09,bus,4394.883116505335,-4142.570745865748
