,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.987511,116.409198,0,492,39730.9954861111,2008-10-09,23:53:30,2008-10-09 23:53:30,bus,6117.375504084884,1225.8748923624903
1,39.987437,116.409185,0,492,39730.9955092593,2008-10-09,23:53:32,2008-10-09 23:53:32,bus,6116.268065876344,1217.6486049101059
2,39.987436,116.409183,0,492,39730.9955324074,2008-10-09,23:53:34,2008-10-09 23:53:34,bus,6116.097690768835,1217.537438863239
3,39.987416,116.409174,0,496,39730.9955555556,2008-10-09,23:53:36,2008-10-09 23:53:36,bus,6115.331002777451,1215.314117918265
4,39.987389,116.409164,0,502,39730.9955787037,2008-10-09,23:53:38,2008-10-09 23:53:38,bus,6114.479127233378,1212.3126346333252
5,39.987375,116.409165,0,506,39730.9956018519,2008-10-09,23:53:40,2008-10-09 23:53:40,bus,6114.564314786053,1210.7563099638808
6,39.987375,116.409171,0,512,39730.995625,2008-10-09,23:53:42,2008-10-09 23:53:42,bus,6115.075440115098,1210.7563099638808
7,39.987366,116.409178,0,517,39730.9956481481,2008-10-09,23:53:44,2008-10-09 23:53:44,bus,6115.671752994642,1209.7558155323495
8,39.987372,116.409178,0,523,39730.995671296296,2008-10-09,23:53:46,2008-10-09 23:53:46,bus,6115.671752994642,1210.4228118201524
9,39.987389,116.409173,0,526,39730.9956944444,2008-10-09,23:53:48,2008-10-09 23:53:48,bus,6115.245815222612,1212.3126346333252
10,39.98739000000001,116.409174,0,529,39730.995717592596,2008-10-09,23:53:50,2008-10-09 23:53:50,bus,6115.331002777451,1212.4238006822084
11,39.987403,116.409178,0,534,39730.9957407407,2008-10-09,23:53:52,2008-10-09 23:53:52,bus,6115.671752994642,1213.8689593002584
12,39.987409,116.409176,0,539,39730.9957638889,2008-10-09,23:53:54,2008-10-09 23:53:54,bus,6115.501377887132,1214.5359555859245
13,39.98741500000001,116.40917,0,556,39730.995787037005,2008-10-09,23:53:56,2008-10-09 23:53:56,bus,6114.990252560257,1215.2029518718364
