,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
0,39.975347,116.332608,0,175,39754.550706018505,2008-11-02,13:13:01,2008-11-02 13:13:01,walk,-407.13965844385154,-126.34984111278095
1,39.975377,116.332553,0,161,39754.5507638889,2008-11-02,13:13:06,2008-11-02 13:13:06,walk,-411.82497431832775,-123.01485505795542
2,39.975382,116.332472,0,155,39754.5508217593,2008-11-02,13:13:11,2008-11-02 13:13:11,walk,-418.7251667906587,-122.45902404993866
3,39.975394,116.332397,0,150,39754.5508796296,2008-11-02,13:13:16,2008-11-02 13:13:16,walk,-425.11423389266514,-121.12502963257077
4,39.975396,116.332345,0,149,39754.5509375,2008-11-02,13:13:21,2008-11-02 13:13:21,walk,-429.54398708403914,-120.90269722961973
5,39.975412,116.332292,0,147,39754.5509953704,2008-11-02,13:13:26,2008-11-02 13:13:26,walk,-434.0589278370816,-119.12403800927031
6,39.975412,116.332221,0,140,39754.5510532407,2008-11-02,13:13:31,2008-11-02 13:13:31,walk,-440.10724469425753,-119.12403800927031
7,39.975411,116.332143,0,143,39754.5511111111,2008-11-02,13:13:36,2008-11-02 13:13:36,walk,-446.75187447894916,-119.23520421018088
8,39.975411,116.332077,0,139,39754.551168981496,2008-11-02,13:13:41,2008-11-02 13:13:41,walk,-452.37425352963544,-119.23520421018088
9,39.975429,116.332,0,132,39754.5512268519,2008-11-02,13:13:46,2008-11-02 13:13:46,walk,-458.9336957568026,-117.2342125915073
10,39.975468,116.331966,0,133,39754.551284722205,2008-11-02,13:13:51,2008-11-02 13:13:51,walk,-461.8300728416188,-112.89873076387147
11,39.975496,116.331902,0,132,39754.5513425926,2008-11-02,13:13:56,2008-11-02 13:13:56,walk,-467.2820767687383,-109.78607715588248
12,39.97548,116.331808,0,130,39754.551400462995,2008-11-02,13:14:01,2008-11-02 13:14:01,walk,-475.2897075380759,-111.564736359723
13,39.975471,116.33173899999998,0,130,39754.5514583333,2008-11-02,13:14:06,2008-11-02 13:14:06,walk,-481.16764927136325,-112.56523216266142
14,39.975468,116.331662,0,134,39754.551516203705,2008-11-02,13:14:11,2008-11-02 13:14:11,walk,-487.72709149597836,-112.89873076387147
15,39.97545,116.33156,0,136,39754.5515740741,2008-11-02,13:14:16,2008-11-02 13:14:16,walk,-496.41622275419405,-114.8997223735527
16,39.975466,116.331485,0,139,39754.5516319444,2008-11-02,13:14:21,2008-11-02 13:14:21,walk,-502.8052898552098,-113.12106316497791
17,39.97546,116.331424,0,140,39754.5516898148,2008-11-02,13:14:26,2008-11-02 13:14:26,walk,-508.00173109895115,-113.78806036789756
18,39.975474,116.331345,0,141,39754.551747685204,2008-11-02,13:14:31,2008-11-02 13:14:31,walk,-514.7315484465684,-112.23173356156666
19,39.975493,116.331282,0,142,39754.5518055556,2008-11-02,13:14:36,2008-11-02 13:14:36,walk,-520.0983648113846,-110.11957575613181
20,39.975474,116.331212,0,145,39754.5518634259,2008-11-02,13:14:41,2008-11-02 13:14:41,walk,-526.0614941057895,-112.23173356156666
21,39.975499,116.331149,0,142,39754.5519212963,2008-11-02,13:14:46,2008-11-02 13:14:46,walk,-531.428310470468,-109.45257855574847
22,39.975481,116.331081,0,143,39754.551979166696,2008-11-02,13:14:51,2008-11-02 13:14:51,walk,-537.2210646435127,-111.45357015898912
23,39.975481,116.330978,0,141,39754.552037037,2008-11-02,13:14:56,2008-11-02 13:14:56,walk,-545.9953834602828,-111.45357015898912
24,39.975487,116.330913,0,130,39754.552094907405,2008-11-02,13:15:01,2008-11-02 13:15:01,walk,-551.5325749502464,-110.78657295768346
25,39.97553,116.330856,0,127,39754.5521527778,2008-11-02,13:15:06,2008-11-02 13:15:06,walk,-556.3882659466764,-106.00642636064259
26,39.975537,116.330866,0,123,39754.5522106481,2008-11-02,13:15:11,2008-11-02 13:15:11,walk,-555.5363903320167,-105.22826296237929
27,39.975596,116.330859,0,121,39754.5522685185,2008-11-02,13:15:16,2008-11-02 13:15:16,walk,-556.1327032616284,-98.66945721024095
28,39.975618,116.330867,0,122,39754.5523263889,2008-11-02,13:15:21,2008-11-02 13:15:21,walk,-555.4512027703339,-96.22380084035198
29,39.975636,116.330857,0,127,39754.5523842593,2008-11-02,13:15:26,2008-11-02 13:15:26,walk,-556.3030783849937,-94.22280926799256
30,39.975647,116.330779,0,129,39754.5524421296,2008-11-02,13:15:31,2008-11-02 13:15:31,walk,-562.9477081680081,-92.99998108755574
31,39.975668,116.330724,0,132,39754.5525,2008-11-02,13:15:36,2008-11-02 13:15:36,walk,-567.6330240431106,-90.66549092895049
32,39.975728,116.330679,0,138,39754.552557870404,2008-11-02,13:15:41,2008-11-02 13:15:41,walk,-571.4664643035329,-83.99551907895467
33,39.97572,116.330605,0,147,39754.5526157407,2008-11-02,13:15:46,2008-11-02 13:15:46,walk,-577.7703438417549,-84.88484865562974
34,39.975736,116.330549,0,153,39754.5526736111,2008-11-02,13:15:51,2008-11-02 13:15:51,walk,-582.5408472783622,-83.10618950239231
35,39.975705,116.330458,0,148,39754.5527314815,2008-11-02,13:15:56,2008-11-02 13:15:56,walk,-590.2929153605589,-86.55234161640331
36,39.97567100000001,116.33037,0,153,39754.5527893519,2008-11-02,13:16:01,2008-11-02 13:16:01,walk,-597.7894207575808,-90.33199233401191
37,39.975644,116.330289,0,156,39754.5528472222,2008-11-02,13:16:06,2008-11-02 13:16:06,walk,-604.6896132270866,-93.33347968200233
38,39.975604,116.330253,0,156,39754.5529050926,2008-11-02,13:16:11,2008-11-02 13:16:11,walk,-607.7563654342711,-97.78012762085878
39,39.975544,116.330287,0,154,39754.552962963,2008-11-02,13:16:16,2008-11-02 13:16:16,walk,-604.8599883482636,-104.45009956615793
40,39.975467,116.330288,0,148,39754.5530208333,2008-11-02,13:16:21,2008-11-02 13:16:21,walk,-604.7748007865913,-113.00989696406471
41,39.97541500000001,116.33031,0,147,39754.5530787037,2008-11-02,13:16:26,2008-11-02 13:16:26,walk,-602.9006744384673,-118.790539404494
42,39.975381,116.330299,0,154,39754.5531365741,2008-11-02,13:16:31,2008-11-02 13:16:31,walk,-603.8377376125305,-122.57019025194066
43,39.97534,116.33029,0,164,39754.5531944444,2008-11-02,13:16:36,2008-11-02 13:16:36,walk,-604.6044256632468,-127.12800452666669
44,39.975323,116.330238,0,173,39754.5532523148,2008-11-02,13:16:41,2008-11-02 13:16:41,walk,-609.0341788550076,-129.01782996381053
45,39.97532,116.330161,0,181,39754.5533101852,2008-11-02,13:16:46,2008-11-02 13:16:46,walk,-615.5936210754628,-129.351328570708
