,Lat,Long,Alt,dayNo,x,y,datetime
0,39.960201,116.104232,396,39924.9322453704,-19861.928524702707,-1810.0746058625007,2009-04-21 22:22:26
1,39.960375,116.104216,353,39924.9323032407,-19863.29152452157,-1790.7316531516606,2009-04-21 22:22:31
2,39.960558,116.10421399999998,357,39924.932361111096,-19863.461899501617,-1770.3882033054733,2009-04-21 22:22:36
3,39.960561,116.104234,354,39924.9324189815,-19861.75814972696,-1770.0547041313337,2009-04-21 22:22:41
4,39.960569,116.104275,347,39924.9324768518,-19858.26546269225,-1769.1653730006203,2009-04-21 22:22:46
5,39.960588,116.10429,349,39924.932534722204,-19856.98765036396,-1767.0532115678436,2009-04-21 22:22:51
6,39.96061,116.10428600000002,351,39924.932592592595,-19857.328400317758,-1764.6075509688474,2009-04-21 22:22:56
7,39.960607,116.104285,350,39924.932650463,-19857.41358780674,-1764.941050140398,2009-04-21 22:23:01
8,39.960607,116.104285,350,39924.9326851852,-19857.41358780674,-1764.941050140398,2009-04-21 22:23:04
9,39.960612,116.104281,350,39924.9327083333,-19857.754337760518,-1764.3852181871705,2009-04-21 22:23:06
10,39.960643,116.104287,350,39924.9327662037,-19857.243212828766,-1760.939060080208,2009-04-21 22:23:11
11,39.960652,116.104282,349,39924.9328240741,-19857.669150271533,-1759.9385625672235,2009-04-21 22:23:16
12,39.960729,116.104334,349,39924.9328819444,-19853.23940086077,-1751.3787505577914,2009-04-21 22:23:21
13,39.960759,116.104343,346,39924.9329398148,-19852.472713463903,-1748.043758885865,2009-04-21 22:23:26
14,39.960756,116.104329,344,39924.9329976852,-19853.665338305847,-1748.3772580538116,2009-04-21 22:23:31
15,39.960725,116.104312,344,39924.9330555556,-19855.113525612516,-1751.823416115202,2009-04-21 22:23:36
16,39.96071,116.1043,343,39924.9331134259,-19856.13577547836,-1753.490911956256,2009-04-21 22:23:41
17,39.96071,116.1043,343,39924.9331481481,-19856.13577547836,-1753.490911956256,2009-04-21 22:23:44
18,39.960703,116.104304,342,39924.933171296296,-19855.795025522362,-1754.2690766825021,2009-04-21 22:23:46
19,39.960709,116.104316,341,39924.9332291667,-19854.772775658654,-1753.6020783454792,2009-04-21 22:23:51
20,39.960663,116.104321,340,39924.933287037005,-19854.34683821578,-1758.7157322756134,2009-04-21 22:23:56
21,39.960663,116.104321,340,39924.9333217593,-19854.34683821578,-1758.7157322756134,2009-04-21 22:23:59
22,39.960669,116.104319,326,39924.933344907404,-19854.517213193798,-1758.0487339355172,2009-04-21 22:24:01
23,39.960635,116.104315,316,39924.933402777795,-19854.857963147664,-1761.8283912033387,2009-04-21 22:24:06
24,39.960645,116.104319,314,39924.9334606482,-19854.517213193798,-1760.7167272993765,2009-04-21 22:24:11
25,39.96067,116.10432,309,39924.933518518505,-19854.432025702623,-1757.9375675457818,2009-04-21 22:24:16
26,39.960664,116.104317,308,39924.9335763889,-19854.687588169647,-1758.604565885801,2009-04-21 22:24:21
27,39.960659,116.104317,308,39924.9336342593,-19854.687588169647,-1759.1603978364055,2009-04-21 22:24:26
28,39.960657,116.104318,308,39924.9336921296,-19854.602400680644,-1759.3827306168787,2009-04-21 22:24:31
29,39.960657,116.104318,308,39924.9337268519,-19854.602400680644,-1759.3827306168787,2009-04-21 22:24:34
30,39.960654,116.104319,308,39924.93375,-19854.517213193798,-1759.7162297873301,2009-04-21 22:24:36
31,39.960633,116.104327,307,39924.9338078704,-19853.83571328388,-1762.0507239837189,2009-04-21 22:24:41
32,39.960603000000006,116.10435,309,39924.9338657407,-19851.876401042893,-1765.385715703351,2009-04-21 22:24:46
33,39.96059,116.104358,310,39924.9339236111,-19851.19490113281,-1766.8308787856035,2009-04-21 22:24:51
34,39.960582,116.104357,310,39924.933981481496,-19851.28008862185,-1767.7202099148715,2009-04-21 22:24:56
35,39.960575,116.104361,311,39924.9340393519,-19850.93933866571,-1768.4983746532998,2009-04-21 22:25:01
36,39.960575,116.104361,311,39924.9340740741,-19850.93933866571,-1768.4983746532998,2009-04-21 22:25:04
37,39.960577,116.104358,311,39924.934097222205,-19851.19490113281,-1768.2760418707267,2009-04-21 22:25:06
38,39.960573,116.10434,312,39924.9341550926,-19852.728275930982,-1768.7207074359244,2009-04-21 22:25:11
39,39.960529,116.104361,314,39924.934212962995,-19850.93933866571,-1773.6120286623816,2009-04-21 22:25:16
40,39.96054,116.104361,314,39924.9342708333,-19850.93933866571,-1772.3891983534427,2009-04-21 22:25:21
41,39.960556,116.10437,314,39924.934328703705,-19850.172651270877,-1770.610536088533,2009-04-21 22:25:26
42,39.960606,116.10441000000002,315,39924.9343865741,-19846.765151719574,-1765.0522165316474,2009-04-21 22:25:31
43,39.960594,116.104374,314,39924.9344444444,-19849.831901314705,-1766.3862132219836,2009-04-21 22:25:36
44,39.960575,116.104365,313,39924.9345023148,-19850.598588713896,-1768.4983746532998,2009-04-21 22:25:41
45,39.96056,116.104504,313,39924.934560185204,-19838.757527777158,-1770.1658705224645,2009-04-21 22:25:46
46,39.960407,116.104853,313,39924.9346180556,-19809.027094151817,-1787.174328557496,2009-04-21 22:25:51
47,39.960211,116.105382,313,39924.9346759259,-19763.962912380644,-1808.9629419029534,2009-04-21 22:25:56
48,39.959978,116.105942,311,39924.9347337963,-19716.25791825834,-1834.864712490176,2009-04-21 22:26:01
49,39.959737,116.106465,308,39924.934791666696,-19671.70486106959,-1861.6558149871453,2009-04-21 22:26:06
50,39.959462,116.107034,303,39924.934849537,-19623.233179155613,-1892.2265760059022,2009-04-21 22:26:11
51,39.959194,116.107687,297,39924.934907407405,-19567.60574782024,-1922.019173131778,2009-04-21 22:26:16
52,39.958966,116.10841200000002,291,39924.9349652778,-19505.844816859208,-1947.365114694557,2009-04-21 22:26:21
53,39.958761,116.109223,285,39924.9350231481,-19436.757761291105,-1970.1542293872567,2009-04-21 22:26:26
54,39.958574,116.109994,278,39924.9350810185,-19371.07820500894,-1990.9423491121302,2009-04-21 22:26:31
55,39.958409,116.110777,271,39924.9351388889,-19304.37639845339,-2009.2848080649953,2009-04-21 22:26:36
56,39.958221,116.111499,264,39924.9351967593,-19242.87102860393,-2030.1840950547012,2009-04-21 22:26:41
57,39.958076,116.112191,257,39924.9352546296,-19183.921283245934,-2046.3032262869854,2009-04-21 22:26:46
58,39.957939,116.112879,250,39924.9353125,-19125.312287571847,-2061.533026388361,2009-04-21 22:26:51
59,39.957746,116.113588,243,39924.935370370404,-19064.91435423589,-2082.988146646874,2009-04-21 22:26:56
60,39.957555,116.114316,239,39924.9354282407,-19002.89785819596,-2104.220934522468,2009-04-21 22:27:01
61,39.957365,116.11505,236,39924.9354861111,-18940.370236868308,-2125.34255643322,2009-04-21 22:27:06
62,39.95715,116.115752,232,39924.9355439815,-18880.56861508038,-2149.2433396796737,2009-04-21 22:27:11
63,39.956952,116.116246,231,39924.9356018519,-18838.485992165988,-2171.2542940757307,2009-04-21 22:27:16
64,39.956873,116.116357,236,39924.9356597222,-18829.030180114067,-2180.0364426873507,2009-04-21 22:27:21
65,39.956837,116.116366,240,39924.9357175926,-18828.263492651422,-2184.0384344864788,2009-04-21 22:27:26
66,39.956758,116.116474,248,39924.935775463,-18819.06324307865,-2192.8205832144527,2009-04-21 22:27:31
67,39.956741,116.116497,259,39924.9358333333,-18817.103930670026,-2194.7104126976897,2009-04-21 22:27:36
68,39.956741,116.116497,259,39924.9358680556,-18817.103930670026,-2194.7104126976897,2009-04-21 22:27:39
69,39.956738,116.1165,259,39924.9358912037,-18816.848368180792,-2195.0439120186034,2009-04-21 22:27:41
70,39.95672800000001,116.116502,259,39924.9359490741,-18816.677993190133,-2196.155576422246,2009-04-21 22:27:46
71,39.956645,116.116681,261,39924.9360069444,-18801.429431381097,-2205.382391026932,2009-04-21 22:27:51
72,39.956587,116.117164,263,39924.9360648148,-18760.283870657928,-2211.83004465893,2009-04-21 22:27:56
73,39.956467,116.117633,266,39924.9361226852,-18720.330934747704,-2225.1700178263104,2009-04-21 22:28:01
74,39.956344,116.118122,269,39924.936180555604,-18678.674248769465,-2238.843490512751,2009-04-21 22:28:06
75,39.95617100000001,116.11866,269,39924.9362384259,-18632.84337528234,-2258.0752857585753,2009-04-21 22:28:11
76,39.955937,116.119241,268,39924.9362962963,-18583.349439226382,-2284.088234852701,2009-04-21 22:28:16
77,39.955559,116.119763,270,39924.9363541667,-18538.88156535393,-2326.109154099824,2009-04-21 22:28:21
78,39.95507,116.12019,275,39924.936412037,-18502.506503657638,-2380.469552348668,2009-04-21 22:28:26
79,39.95456400000001,116.120492,276,39924.9364699074,-18476.77987916273,-2436.7197836164473,2009-04-21 22:28:31
80,39.954048,116.12082,275,39924.9365277778,-18448.83837965119,-2494.081682912261,2009-04-21 22:28:36
81,39.953558,116.121162,282,39924.9365856481,-18419.70425509151,-2548.5532571054105,2009-04-21 22:28:41
82,39.953101,116.12147,286,39924.9366435185,-18393.466505432632,-2599.3563402965906,2009-04-21 22:28:46
83,39.952611,116.121781,284,39924.9367013889,-18366.97319322257,-2653.827920433187,2009-04-21 22:28:51
84,39.952146,116.122165,286,39924.9367592593,-18334.26119350245,-2705.520341159748,2009-04-21 22:28:56
85,39.95166500000001,116.122632,287,39924.9368171296,-18294.47863122622,-2758.991428738952,2009-04-21 22:29:01
86,39.95121,116.123093,285,39924.936875,-18255.207193826107,-2809.572189988825,2009-04-21 22:29:06
87,39.950775,116.123514,283,39924.9369328704,-18219.343256311317,-2857.9296235512315,2009-04-21 22:29:11
88,39.950429,116.123884,281,39924.9369907407,-18187.823881210155,-2896.393239103997,2009-04-21 22:29:16
89,39.950225,116.124118,280,39924.9370486111,-18167.8900061092,-2919.0712096857533,2009-04-21 22:29:21
90,39.950108,116.12421299999998,279,39924.9371064815,-18159.797193559243,-2932.0776930538955,2009-04-21 22:29:26
91,39.950137,116.124207,281,39924.9371643519,-18160.308318560263,-2928.853863827287,2009-04-21 22:29:31
92,39.950084,116.124259,287,39924.9372222222,-18155.878568532633,-2934.7456896638814,2009-04-21 22:29:36
93,39.949962,116.124333,290,39924.9372800926,-18149.57469348672,-2948.3080058795867,2009-04-21 22:29:41
94,39.949938,116.124385,289,39924.937337963,-18145.14494345317,-2950.97600253374,2009-04-21 22:29:46
95,39.949929,116.124394,289,39924.9373958333,-18144.378255948544,-2951.976501282364,2009-04-21 22:29:51
96,39.949927,116.124395,289,39924.9374537037,-18144.29306844755,-2952.1988343362623,2009-04-21 22:29:56
