Duration,Label-state,Length,Path,Point Count
37.11666666666667,Unlabelled,1303.571703769577,000/Trajectory/Unlabelled/20081024020959.csv,244
11.083333333333336,Unlabelled,1895.2891382529156,000/Trajectory/Unlabelled/20081027115449.csv,50
8.833333333333334,Unlabelled,1700.6128221886547,000/Trajectory/Unlabelled/20081029092138.csv,21
16.083333333333332,Unlabelled,3489.4758124307286,000/Trajectory/Unlabelled/20081029093038.csv,182
2.1666666666666665,Unlabelled,236.67922940275588,000/Trajectory/Unlabelled/20081112091400.csv,27
7.0,Unlabelled,1421.4847025429895,000/Trajectory/Unlabelled/20081117051133.csv,81
25.25,Unlabelled,2169.9018817141923,000/Trajectory/Unlabelled/20081117155223.csv,314
3.8333333333333335,Unlabelled,1114.9432552874027,000/Trajectory/Unlabelled/20081118095005.csv,32
6.5,Unlabelled,1206.677857736561,000/Trajectory/Unlabelled/20081119012806.csv,81
10.916666666666664,Unlabelled,1643.0509689252233,000/Trajectory/Unlabelled/20081120035736.csv,55
3.333333333333333,Unlabelled,197.78670747215688,000/Trajectory/Unlabelled/20081121113038.csv,43
8.25,Unlabelled,822.5396166512891,000/Trajectory/Unlabelled/20081123102153.csv,21
16.8,Unlabelled,1949.3863655831626,000/Trajectory/Unlabelled/20081201111827.csv,183
3.8333333333333335,Unlabelled,698.3352308541306,000/Trajectory/Unlabelled/20081202071136.csv,47
7.166666666666668,Unlabelled,1388.7831984214426,000/Trajectory/Unlabelled/20081203032326.csv,87
42.31666666666667,Unlabelled,3610.8972772629268,000/Trajectory/Unlabelled/20081203151206.csv,279
10.75,Unlabelled,1805.5940591490423,000/Trajectory/Unlabelled/20081203234939.csv,85
10.0,Unlabelled,1669.9709600108615,000/Trajectory/Unlabelled/20081211121432.csv,121
9.916666666666666,Unlabelled,1916.062843721448,000/Trajectory/Unlabelled/20081212101236.csv,96
13.916666666666664,Unlabelled,2679.9886376592585,000/Trajectory/Unlabelled/20081214011036.csv,146
2.0,Unlabelled,198.08251566944782,000/Trajectory/Unlabelled/20090401202331.csv,25
10.833333333333336,Unlabelled,1696.72677953922,000/Trajectory/Unlabelled/20090409182800.csv,133
10.25,Unlabelled,1780.6808065420453,000/Trajectory/Unlabelled/20090412004905.csv,129
7.933333333333334,Unlabelled,1659.2729505669931,000/Trajectory/Unlabelled/20090413144632.csv,98
26.25,Unlabelled,2233.7834981768824,000/Trajectory/Unlabelled/20090415000406.csv,145
14.416666666666664,Unlabelled,2358.649948753635,000/Trajectory/Unlabelled/20090418172238.csv,178
26.58333333333333,Unlabelled,2510.7617463452416,000/Trajectory/Unlabelled/20090419175500.csv,285
8.0,Unlabelled,1539.9733107274826,000/Trajectory/Unlabelled/20090422203607.csv,95
36.66666666666666,Unlabelled,2169.4976718643084,000/Trajectory/Unlabelled/20090423092838.csv,279
18.08333333333333,Unlabelled,2482.7465814090992,000/Trajectory/Unlabelled/20090423181101.csv,222
10.666666666666666,Unlabelled,1459.1817338610829,000/Trajectory/Unlabelled/20090424171137.csv,119
13.0,Unlabelled,2403.437970009731,000/Trajectory/Unlabelled/20090426175513.csv,152
35.93333333333333,Unlabelled,2248.78025437133,000/Trajectory/Unlabelled/20090427215826.csv,186
6.416666666666668,Unlabelled,1543.5352012255007,000/Trajectory/Unlabelled/20090504203925.csv,79
12.416666666666664,Unlabelled,1641.3308903911527,000/Trajectory/Unlabelled/20090505195337.csv,152
13.333333333333336,Unlabelled,2604.166643679266,000/Trajectory/Unlabelled/20090507192952.csv,166
16.7,Unlabelled,2014.6307313355633,000/Trajectory/Unlabelled/20090508015405.csv,133
48.61666666666667,Unlabelled,3030.409121926806,000/Trajectory/Unlabelled/20090508100431.csv,355
14.0,Unlabelled,2434.0837049821907,000/Trajectory/Unlabelled/20090509181636.csv,173
7.083333333333332,Unlabelled,1555.0200784019025,000/Trajectory/Unlabelled/20090510222007.csv,88
16.35,Unlabelled,2298.466613087085,000/Trajectory/Unlabelled/20090511174427.csv,201
8.166666666666666,Unlabelled,1560.6789745214483,000/Trajectory/Unlabelled/20090512195558.csv,100
42.833333333333336,Unlabelled,2744.218926692477,000/Trajectory/Unlabelled/20090517220626.csv,374
9.333333333333334,Unlabelled,1434.7704037729925,000/Trajectory/Unlabelled/20090519174038.csv,114
7.583333333333332,Unlabelled,1425.6539712615286,000/Trajectory/Unlabelled/20090520125535.csv,94
9.5,Unlabelled,1476.6522601158144,000/Trajectory/Unlabelled/20090520210235.csv,79
47.25,Unlabelled,4997.617933899657,000/Trajectory/Unlabelled/20090524094557.csv,422
21.08333333333333,Unlabelled,2371.6438884681,000/Trajectory/Unlabelled/20090524215455.csv,218
16.166666666666668,Unlabelled,1619.2081761741572,000/Trajectory/Unlabelled/20090526170706.csv,196
8.75,Unlabelled,1480.0801626604114,000/Trajectory/Unlabelled/20090531192301.csv,106
59.41666666666666,Unlabelled,3764.3256583410403,000/Trajectory/Unlabelled/20090602185307.csv,538
9.0,Unlabelled,1564.05209296429,000/Trajectory/Unlabelled/20090607163831.csv,109
22.83333333333333,Unlabelled,9111.969459859782,000/Trajectory/Unlabelled/20090611221204.csv,267
7.083333333333332,Unlabelled,1480.1016947677365,000/Trajectory/Unlabelled/20090615183206.csv,87
13.916666666666664,Unlabelled,1923.7717170271567,000/Trajectory/Unlabelled/20090623233404.csv,150
6.783333333333332,Unlabelled,1258.0635362867258,000/Trajectory/Unlabelled/20090624215736.csv,87
37.41666666666666,Unlabelled,3867.7551686674874,000/Trajectory/Unlabelled/20090627025208.csv,293
13.6,Unlabelled,1369.7940393479084,000/Trajectory/Unlabelled/20090701044033.csv,168
7.583333333333332,Unlabelled,787.4585727540591,000/Trajectory/Unlabelled/20090701171936.csv,94
27.48333333333333,Unlabelled,6282.765164525298,001/Trajectory/Unlabelled/20081027233029.csv,498
9.5,Unlabelled,1109.6715477192417,001/Trajectory/Unlabelled/20081027235802.csv,99
19.866666666666667,Unlabelled,4119.9390291525015,001/Trajectory/Unlabelled/20081028233053.csv,336
24.95,Unlabelled,3217.9643233752363,001/Trajectory/Unlabelled/20081028235048.csv,252
33.36666666666667,Unlabelled,5583.9624019025205,001/Trajectory/Unlabelled/20081103133204.csv,478
55.8,Unlabelled,6409.454725763442,001/Trajectory/Unlabelled/20081103233729.csv,649
58.13333333333333,Unlabelled,7845.588863131091,001/Trajectory/Unlabelled/20081104234436.csv,747
21.966666666666665,Unlabelled,2369.395349924217,001/Trajectory/Unlabelled/20081106051423.csv,254
30.33333333333333,Unlabelled,5879.399353512878,001/Trajectory/Unlabelled/20081106133604.csv,543
42.05,Unlabelled,7669.8789600779655,001/Trajectory/Unlabelled/20081110233534.csv,789
31.2,Unlabelled,2332.550730244227,001/Trajectory/Unlabelled/20081111114304.csv,323
46.43333333333333,Unlabelled,7477.720553751721,001/Trajectory/Unlabelled/20081113234558.csv,656
53.68333333333333,Unlabelled,7476.9309431859365,001/Trajectory/Unlabelled/20081117234459.csv,694
8.133333333333333,Unlabelled,1174.1824225084551,001/Trajectory/Unlabelled/20081118003844.csv,145
42.4,Unlabelled,8423.664983954128,001/Trajectory/Unlabelled/20081118235053.csv,859
59.98333333333333,Unlabelled,6515.606300648383,001/Trajectory/Unlabelled/20081120121822.csv,697
58.08333333333334,Unlabelled,8328.562511422548,001/Trajectory/Unlabelled/20081120234905.csv,863
37.63333333333333,Unlabelled,5721.328076183963,001/Trajectory/Unlabelled/20081202000605.csv,491
37.41666666666666,Unlabelled,5931.647538124596,001/Trajectory/Unlabelled/20081202145929.csv,482
40.016666666666666,Unlabelled,5748.706386096173,001/Trajectory/Unlabelled/20081203000505.csv,516
47.23333333333333,Unlabelled,6082.2536984199605,001/Trajectory/Unlabelled/20081203112659.csv,538
35.333333333333336,Unlabelled,5942.354005455522,001/Trajectory/Unlabelled/20081204142253.csv,566
3.2666666666666666,Unlabelled,521.8830909125942,001/Trajectory/Unlabelled/20081206040725.csv,59
1.55,Unlabelled,407.5692702618546,001/Trajectory/Unlabelled/20081206083854.csv,33
5.133333333333334,Unlabelled,1256.9126917076226,001/Trajectory/Unlabelled/20081206084030.csv,117
42.28333333333333,Unlabelled,5839.689471283285,001/Trajectory/Unlabelled/20081208001534.csv,534
41.98333333333333,Unlabelled,6230.274998472767,001/Trajectory/Unlabelled/20081208142853.csv,603
53.63333333333333,Unlabelled,8358.080783336609,001/Trajectory/Unlabelled/20081210001529.csv,835
57.25,Unlabelled,8602.465035804542,001/Trajectory/Unlabelled/20081210235522.csv,888
35.416666666666664,Unlabelled,5801.9609657700785,001/Trajectory/Unlabelled/20081214235553.csv,539
46.58333333333334,Unlabelled,8836.02386096246,002/Trajectory/Unlabelled/20081107122836.csv,551
44.0,Unlabelled,7207.514761237246,002/Trajectory/Unlabelled/20081118001605.csv,376
49.01666666666666,Unlabelled,8867.521651421508,002/Trajectory/Unlabelled/20081121115518.csv,577
53.66666666666666,Unlabelled,8965.00463523366,002/Trajectory/Unlabelled/20081205132536.csv,538
53.58333333333334,Unlabelled,9177.578158379109,002/Trajectory/Unlabelled/20081208104929.csv,572
59.0,Unlabelled,9440.667135124433,002/Trajectory/Unlabelled/20081209102038.csv,686
7.833333333333332,Unlabelled,4287.134975504052,002/Trajectory/Unlabelled/20081214051232.csv,94
6.1,Unlabelled,734.3704683904785,002/Trajectory/Unlabelled/20081222002058.csv,74
6.416666666666668,Unlabelled,886.1580491200414,002/Trajectory/Unlabelled/20081223004523.csv,79
2.833333333333333,Unlabelled,334.6436108074384,002/Trajectory/Unlabelled/20081225094956.csv,35
33.166666666666664,Unlabelled,8475.063873855805,002/Trajectory/Unlabelled/20081226122814.csv,374
55.03333333333333,Unlabelled,12418.997492625596,002/Trajectory/Unlabelled/20081227101903.csv,577
18.75,Unlabelled,1420.3601686054135,002/Trajectory/Unlabelled/20081228233936.csv,42
40.91666666666666,Unlabelled,7201.267201099866,002/Trajectory/Unlabelled/20081231081039.csv,511
6.866666666666666,Unlabelled,865.8111062323508,002/Trajectory/Unlabelled/20090119002851.csv,114
45.0,Unlabelled,10845.713116145967,002/Trajectory/Unlabelled/20090119103005.csv,1070
7.55,Unlabelled,1540.300738794387,002/Trajectory/Unlabelled/20090120100033.csv,95
6.6,Unlabelled,577.3468450672158,002/Trajectory/Unlabelled/20090124021228.csv,31
22.3,Unlabelled,2071.4437507807124,002/Trajectory/Unlabelled/20090131140451.csv,360
34.1,Unlabelled,6273.509842581512,002/Trajectory/Unlabelled/20090202001804.csv,234
49.43333333333333,Unlabelled,10191.323801874349,002/Trajectory/Unlabelled/20090202094733.csv,1447
4.1,Unlabelled,904.6132313927768,002/Trajectory/Unlabelled/20090205000133.csv,102
35.85,Unlabelled,6583.26238543974,002/Trajectory/Unlabelled/20090206001933.csv,199
2.783333333333333,Unlabelled,287.4589179291515,002/Trajectory/Unlabelled/20090208234052.csv,51
6.7,Unlabelled,1923.5419061273403,002/Trajectory/Unlabelled/20090209232833.csv,132
48.93333333333333,Unlabelled,17520.84513747273,002/Trajectory/Unlabelled/20090209233519.csv,276
50.93333333333333,Unlabelled,9648.403215985823,002/Trajectory/Unlabelled/20090210113528.csv,1296
