,Path,Label-state,Duration,Length,Point Count,Crow Length,Path-Crow Ratio,Covered Area,Window Area,Area/Length,Area/Time,Hurst Exponent,Turning-angle/Length,Turning-angle/Time,Mean Speed,Mode of Transport
0,000/Trajectory/Unlabelled/20081024020959.csv,Unlabelled,37.11666666666667,1303.571703769577,744,148.737477886604,8.764245046318502,44012.49189692251,76782.74134591548,33.76300035483302,19.76313062277616,0.9037266214547883,7.43784503921023,4.353733421705153,0.5853487668475873,Unlabelled
1,000/Trajectory/Unlabelled/20081026134407.csv,Unlabelled,80.0,18630.913240931946,962,4718.521261492201,3.948464404087488,1084891.5990350337,34854688.984424874,58.23072573015566,226.0190831322987,0.9134859978760563,1.0534176206754027,4.088777561931747,3.8814402585274888,Unlabelled
2,000/Trajectory/Unlabelled/20081027115449.csv,Unlabelled,11.083333333333334,1895.2891382529153,135,1635.336282892234,1.1589598775983445,115259.80912759976,683014.3019541402,60.813839324719964,173.32302124451093,0.8807063362939849,0.7274405781648882,2.0732484609328323,2.850058854515662,Unlabelled
3,000/Trajectory/Unlabelled/20081029092138.csv,Unlabelled,8.833333333333334,1700.6128221886547,108,1459.1250620591197,1.1655017560926184,105786.58240757046,830914.1358113412,62.204977539464416,199.59732529730275,0.859691297850628,0.4601543871867765,1.4764989642192357,3.2087034380918014,Unlabelled
4,000/Trajectory/Unlabelled/20081029093038.csv,Unlabelled,16.083333333333332,3489.4758124307286,195,2760.3328633261954,1.264150370700553,176342.29560748042,293289.3393020384,50.53546867391593,182.73813016319218,0.8213741664814346,1.8405302049585381,6.655425525648695,3.6160371113271803,Unlabelled
5,000/Trajectory/Unlabelled/20081112091400.csv,Unlabelled,2.1666666666666665,236.6792294027559,28,228.0977793053153,1.037621804664543,17178.39699577942,25970.12749134876,72.58092329913339,132.14151535214938,0.7899806751261713,3.5497697882376107,6.462744446440475,1.8206094569442761,Unlabelled
6,000/Trajectory/Unlabelled/20081117051133.csv,Unlabelled,7.0,1421.4847025429897,86,1029.3895264270043,1.380900685357604,79532.48824229128,259449.50455248466,55.95029485720828,189.36306724355066,0.8375120846994875,1.1027177145150313,3.73213419620544,3.3844873870071184,Unlabelled
7,000/Trajectory/Unlabelled/20081117155223.csv,Unlabelled,25.25,2169.9018817141923,305,917.725599863415,2.364434294997479,116779.42452083179,596488.0191240957,53.817836421514905,77.08212839658864,0.8783345625780513,5.427912184117908,7.77428175715963,1.4322784697783448,Unlabelled
8,000/Trajectory/Unlabelled/20081118095005.csv,Unlabelled,3.8333333333333335,1114.9432552874027,48,475.65533527584535,2.3440150306330887,65196.82411442886,146579.4549126513,58.47546393526804,283.46445267142985,0.8193501901629412,1.5595700168144184,7.560139440850857,4.8475793708147945,Unlabelled
9,000/Trajectory/Unlabelled/20081119012806.csv,Unlabelled,6.5,1206.677857736561,80,941.1718995799779,1.2821014506224335,73309.16388699326,276908.3334769564,60.75288729048507,187.97221509485453,0.8467232203629964,1.4105911242008156,4.364433527930378,3.094045789068105,Unlabelled
10,000/Trajectory/Unlabelled/20081120035736.csv,Unlabelled,10.916666666666666,1643.0509689252235,184,1085.6930824196093,1.5133659738012415,82599.51264081981,246021.52090664877,50.27203306714886,126.10612616919055,0.8580743263474051,1.6280911846566195,4.084025646486525,2.5084747617178986,Unlabelled
11,000/Trajectory/Unlabelled/20081121113038.csv,Unlabelled,3.3333333333333335,197.78670747215688,102,101.471792911381,1.9491791935212102,10685.533516052177,4637.3874715155725,54.025539191284714,53.42766758026089,0.854562677947359,6.934744292417976,6.858001203793419,0.9889335373607844,Unlabelled
12,000/Trajectory/Unlabelled/20081123102153.csv,Unlabelled,8.25,822.5396166512891,101,544.2111003691426,1.5114348386009657,51371.48358756555,101992.77515120427,62.45472260255179,103.78077492437484,0.8648302710417498,0.8644223031976688,1.436407252317242,1.6616961952551295,Unlabelled
13,000/Trajectory/Unlabelled/20081201111827.csv,Unlabelled,16.8,1949.3863655831622,204,1018.6832373485247,1.9136334967650142,111800.96557901887,511967.2363053782,57.351876238025,110.91365632839174,0.873799708304938,2.1600197085191724,4.177294612279952,1.9339150452213911,Unlabelled
14,000/Trajectory/Unlabelled/20081202071136.csv,Unlabelled,3.8333333333333335,698.3352308541306,48,325.96371928648034,2.1423710355948646,42196.38399953817,64087.250263113936,60.42425204285909,183.46253912842684,0.8051825906062049,1.980313419176548,6.012707081496466,3.036240134148394,Unlabelled
15,000/Trajectory/Unlabelled/20081203032326.csv,Unlabelled,7.166666666666667,1388.7831984214426,88,1063.7380375927091,1.3055688048575629,83616.89098270486,323484.8608820126,60.208743220502534,194.45788600629038,0.836823116050411,1.136596389907686,3.67089760393084,3.2297283684219598,Unlabelled
16,000/Trajectory/Unlabelled/20081203151206.csv,Unlabelled,42.31666666666667,3610.8972772629263,510,924.308066264085,3.9065950077203513,140395.62674525438,874209.1664773321,38.88109130915925,55.295638733853636,0.8949460325510132,2.6110368881267685,3.713346195419461,1.4221730119192306,Unlabelled
17,000/Trajectory/Unlabelled/20081203234939.csv,Unlabelled,10.75,1805.5940591490423,131,1034.1853674055592,1.745909501387262,102163.91536342629,419508.815473383,56.581884973400435,158.39366723011827,0.8310391079157552,1.9620269825741576,5.492440718800032,2.7993706343396005,Unlabelled
18,000/Trajectory/Unlabelled/20081211121432.csv,Unlabelled,10.0,1669.9709600108615,122,616.5213014265499,2.708699530976085,91004.23463019109,367016.5832711209,54.4945012873752,151.6737243836518,0.8386031746933353,1.2714251825289995,3.5387385544165637,2.783284933351436,Unlabelled
19,000/Trajectory/Unlabelled/20081212101236.csv,Unlabelled,9.916666666666666,1916.062843721448,121,1205.435088879488,1.5895197189775885,107641.26712054161,343235.9478090803,56.17835942764631,180.90969263956575,0.837709787990679,1.4056098984830587,4.526448570168849,3.220273686926803,Unlabelled
20,000/Trajectory/Unlabelled/20081214011036.csv,Unlabelled,13.916666666666666,2679.9886376592585,169,1423.7772016274173,1.8823089979218353,149796.7355826603,1056078.9233301466,55.894541296822425,179.39728812294646,0.8533791517195137,1.5429831534175933,4.952308166777009,3.2095672307296508,Unlabelled
21,000/Trajectory/Unlabelled/20090401202331.csv,Unlabelled,2.0,198.0825156694478,26,141.8629293123851,1.3962951183199241,12389.756571931091,4813.079312046162,62.548461332178476,103.2479714327591,0.7917866613581164,4.455979038704457,7.355429481307554,1.6506876305787315,Unlabelled
22,000/Trajectory/Unlabelled/20090409182800.csv,Unlabelled,10.833333333333334,1696.72677953922,132,1321.8037666985983,1.2836449874681835,101164.14178590584,627388.4986547156,59.623118468949365,155.6371412090859,0.8202423830243852,1.6723328432544382,4.365372183773492,2.6103488915988,Unlabelled
23,000/Trajectory/Unlabelled/20090412004905.csv,Unlabelled,10.25,1780.6808065420453,125,1342.0116706756414,1.3268743077663059,104459.70406419836,603023.8228631464,58.662789917442666,169.85317734015993,0.8531081507862315,1.8786599923264067,5.43950209813668,2.8954159455968216,Unlabelled
24,000/Trajectory/Unlabelled/20090413144632.csv,Unlabelled,7.933333333333334,1659.272950566993,97,1325.521368471841,1.2517889111662721,100734.84149345111,607815.6192878132,60.710229416461495,211.62781826355274,0.8343384021126673,1.0110138345151511,3.5242603114705973,3.485867543207968,Unlabelled
