,Lat,Long,Alt,dayNo,x,y,datetime
0,39.950879,116.809139,103,39961.2365740741,40187.32730771246,-2846.368305881551,2009-05-28 05:40:40
1,39.95079000000001,116.809069,103,39961.2366319444,40181.36419926971,-2856.2621258015993,2009-05-28 05:40:45
2,39.950834,116.809311,103,39961.2366898148,40201.97951700488,-2851.370799087097,2009-05-28 05:40:50
3,39.95077,116.80929,103,39961.2367476852,40200.190584476615,-2858.485456135083,2009-05-28 05:40:55
4,39.950676,116.809182,103,39961.2368055556,40190.99036004016,-2868.9351087692357,2009-05-28 05:41:00
5,39.950627,116.80911,103,39961.2368634259,40184.8568770736,-2874.382268165777,2009-05-28 05:41:05
6,39.950608,116.80903,103,39961.2369212963,40178.041895993665,-2876.4944320224104,2009-05-28 05:41:10
7,39.950589,116.808931,103,39961.2369791667,40169.60835689368,-2878.6065958829577,2009-05-28 05:41:15
8,39.950579,116.808846,103,39961.237037037004,40162.367439475,-2879.7182610755085,2009-05-28 05:41:20
9,39.950569,116.808774,103,39961.2370949074,40156.233956477896,-2880.8299262679247,2009-05-28 05:41:25
10,39.950584,116.808739,103,39961.2371527778,40153.252402240076,-2879.16242847872,2009-05-28 05:41:30
11,39.950608,116.80868,103,39961.2372106481,40148.226353667655,-2876.4944320224104,2009-05-28 05:41:35
12,39.950651,116.808701,103,39961.2372685185,40150.015286209935,-2871.7142717233905,2009-05-28 05:41:40
13,39.95066,116.80874,103,39961.2373263889,40153.337589504335,-2870.7137730593968,2009-05-28 05:41:45
14,39.950658,116.808755,104,39961.2373842593,40154.615398463895,-2870.936106095279,2009-05-28 05:41:50
15,39.950686,116.808739,104,39961.2374421296,40153.252402240076,-2867.8234435905238,2009-05-28 05:41:55
16,39.950681,116.808766,105,39961.2375,40155.55245836622,-2868.379276179365,2009-05-28 05:42:00
17,39.950642,116.80888600000002,105,39961.2375578704,40165.77493002636,-2872.714770389128,2009-05-28 05:42:05
18,39.950626,116.808871,105,39961.2376157407,40164.49712106929,-2874.4934346848413,2009-05-28 05:42:10
19,39.950588,116.808872,105,39961.2376736111,40164.58230833339,-2878.7177624018022,2009-05-28 05:42:15
20,39.950564,116.808848,106,39961.2377314815,40162.53781400326,-2881.3857588649666,2009-05-28 05:42:20
21,39.950509,116.808893,106,39961.2377893519,40166.37124087275,-2887.499917452144,2009-05-28 05:42:25
22,39.950476,116.808845,106,39961.237847222204,40162.28225221087,-2891.168412623752,2009-05-28 05:42:30
23,39.9505,116.808803,106,39961.237905092596,40158.70438713123,-2888.5004161342495,2009-05-28 05:42:35
24,39.950505,116.80884,106,39961.237962963,40161.856315890174,-2887.9445835331085,2009-05-28 05:42:40
25,39.95051,116.808908,106,39961.2380208333,40167.64904982723,-2887.388750932995,2009-05-28 05:42:45
26,39.950529,116.808901,106,39961.2380787037,40167.05273898313,-2885.2765870532244,2009-05-28 05:42:50
27,39.950529,116.8089,106,39961.2381365741,40166.967551716916,-2885.2765870532244,2009-05-28 05:42:55
28,39.950529,116.8089,106,39961.238171296296,40166.967551716916,-2885.2765870532244,2009-05-28 05:42:58
29,39.950535,116.8089,106,39961.2381944444,40166.967551716916,-2884.609587934406,2009-05-28 05:43:00
30,39.950545,116.808901,106,39961.2382523148,40167.05273898313,-2883.4979227362205,2009-05-28 05:43:05
31,39.950545,116.808901,106,39961.238287037,40167.05273898313,-2883.4979227362205,2009-05-28 05:43:08
32,39.950544,116.8089,107,39961.2383101852,40166.967551716916,-2883.6090892556294,2009-05-28 05:43:10
33,39.95053400000001,116.808899,107,39961.2383680556,40166.882364455014,-2884.7207544525268,2009-05-28 05:43:15
34,39.950524,116.808907,107,39961.2384259259,40167.56386256533,-2885.8324196521203,2009-05-28 05:43:20
35,39.950524,116.808907,107,39961.2384606482,40167.56386256533,-2885.8324196521203,2009-05-28 05:43:23
36,39.950526,116.80891,107,39961.238483796296,40167.81942435534,-2885.610086612099,2009-05-28 05:43:25
37,39.950556,116.808911,107,39961.2385416667,40167.90461161939,-2882.2750910207583,2009-05-28 05:43:30
