,Lat,Long,Alt,dayNo,x,y,datetime
0,40.039051,116.325398,162,39967.9541898148,-1021.3419754392796,6955.355894185495,2009-06-03 22:54:02
1,40.038961,116.325314,174,39967.9542476852,-1028.4977305809593,6945.351009417578,2009-06-03 22:54:07
2,40.038784,116.32538,178,39967.9543055556,-1022.8753515384552,6925.674735737003,2009-06-03 22:54:12
3,40.038753,116.325366,173,39967.954363425895,-1024.0679773979384,6922.22860866752,2009-06-03 22:54:17
4,40.038873,116.325396,163,39967.9544212963,-1021.5123505602063,6935.568455320653,2009-06-03 22:54:22
5,40.038876,116.325384,153,39967.9544791667,-1022.5346012944356,6935.901951485961,2009-06-03 22:54:27
6,40.038567,116.32523,133,39967.954537037,-1035.6534857202437,6901.5518459884315,2009-06-03 22:54:32
7,40.038529,116.325172,117,39967.9545949074,-1040.5943642701075,6897.327561085822,2009-06-03 22:54:37
8,40.038529,116.325172,117,39967.9546296296,-1040.5943642701075,6897.327561085822,2009-06-03 22:54:40
9,40.038532,116.325173,113,39967.9546527778,-1040.5091767107353,6897.661057263649,2009-06-03 22:54:42
10,40.038523,116.325169,112,39967.9547106481,-1040.8499269547274,6896.660568730528,2009-06-03 22:54:47
11,40.038499,116.32516499999998,110,39967.9547685185,-1041.1906772008863,6893.992599307566,2009-06-03 22:54:52
12,40.038461,116.325159,108,39967.9548263889,-1041.7018025657892,6889.768314371132,2009-06-03 22:54:57
13,40.038444,116.325152,104,39967.9548842593,-1042.2981154943975,6887.878502683551,2009-06-03 22:55:02
14,40.038425,116.325147,98,39967.954942129596,-1042.724053299926,6885.7663602038965,2009-06-03 22:55:07
15,40.038403,116.325146,94,39967.955,-1042.8092408636328,6883.3207215390685,2009-06-03 22:55:12
16,40.038385,116.325144,89,39967.9550578704,-1042.9796159845432,6881.319744443437,2009-06-03 22:55:17
17,40.038363,116.325145,84,39967.9551157407,-1042.8944284230042,6878.874105767329,2009-06-03 22:55:22
18,40.038407,116.325161,81,39967.955173611095,-1041.5314274427099,6883.765383114761,2009-06-03 22:55:27
19,40.038458,116.325173,80,39967.9552314815,-1040.5091767107353,6889.434818191279,2009-06-03 22:55:32
20,40.03850300000001,116.325179,78,39967.955289351805,-1039.9980513414948,6894.437260879045,2009-06-03 22:55:37
21,40.038677,116.325214,86,39967.9553472222,-1037.0164867005738,6913.780039024274,2009-06-03 22:55:42
22,40.038785,116.325247,84,39967.955405092594,-1034.2052971805301,6925.785901125885,2009-06-03 22:55:47
