,Lat,Long,Alt,dayNo,x,y,datetime
0,40.072013,116.416719,492,39965.9969212963,6758.071095840897,10619.582374998925,2009-06-01 23:55:34
1,40.071789,116.417293,492,39965.9969791667,6806.968751212572,10594.681422925467,2009-06-01 23:55:39
2,40.07166,116.417624,495,39965.997037037,6835.165831196485,10580.341142197232,2009-06-01 23:55:44
3,40.071654,116.417809,497,39965.997094907405,6850.925528457135,10579.674152390955,2009-06-01 23:55:49
4,40.071637,116.417956,499,39965.997152777796,6863.448098707736,10577.784347937806,2009-06-01 23:55:54
5,40.071644,116.417972,501,39965.9972106481,6864.811099552147,10578.56250271304,2009-06-01 23:55:59
6,40.071652,116.417934,502,39965.9972685185,6861.573972549287,10579.4518224559,2009-06-01 23:56:04
7,40.071527,116.416751,513,39965.9973263889,6760.797097535978,10565.556201379872,2009-06-01 23:56:09
8,40.071356,116.416781,519,39965.9973842593,6763.352724124239,10546.546991422885,2009-06-01 23:56:14
9,40.071157,116.416836,515,39965.9974421296,6768.0380395380835,10524.425161820089,2009-06-01 23:56:19
10,40.071123,116.416835,515,39965.9975,6767.9528519847945,10520.645552691309,2009-06-01 23:56:24
11,40.070986,116.417022,498,39965.9975578704,6783.88292438319,10505.415951051897,2009-06-01 23:56:29
12,40.070928,116.417132,499,39965.9976157407,6793.253555202419,10498.96838240213,2009-06-01 23:56:34
13,40.070906,116.417253,495,39965.9976736111,6803.5612490999365,10496.522752903249,2009-06-01 23:56:39
14,40.070898,116.417316,493,39965.9977314815,6808.928064927234,10495.633433083874,2009-06-01 23:56:44
15,40.070854,116.417401,486,39965.9977893519,6816.169006919095,10490.74217406228,2009-06-01 23:56:49
16,40.070855,116.417476,485,39965.9978472222,6822.5580733822335,10490.85333904075,2009-06-01 23:56:54
17,40.070824,116.417561,482,39965.9979050926,6829.799015371175,10487.407224715558,2009-06-01 23:56:59
18,40.070821,116.417644,476,39965.997962962996,6836.869582252338,10487.07372978032,2009-06-01 23:57:04
19,40.07082,116.417707,474,39965.9980208333,6842.236398076519,10486.962564801412,2009-06-01 23:57:09
20,40.070815,116.417785,472,39965.9980787037,6848.881027191819,10486.406739909504,2009-06-01 23:57:14
21,40.070827,116.41786100000002,468,39965.9981365741,6855.35528120184,10487.740719650676,2009-06-01 23:57:19
22,40.070787,116.41793,505,39965.9981944444,6861.233222337073,10483.29412050507,2009-06-01 23:57:24
23,40.070814,116.417904,503,39965.9982523148,6859.018345968431,10486.295574930517,2009-06-01 23:57:29
24,40.070791,116.417933,518,39965.9983101852,6861.488784996234,10483.7387804202,2009-06-01 23:57:34
25,40.070751,116.41796200000002,536,39965.9983680556,6863.959224026023,10479.292181256127,2009-06-01 23:57:39
26,40.070773,116.417955,543,39965.9984259259,6863.362911156854,10481.73781079873,2009-06-01 23:57:44
27,40.070805,116.417938,550,39965.9984837963,6861.91472275933,10485.295090123309,2009-06-01 23:57:49
28,40.070837,116.417944,551,39965.9985416667,6862.4258480754725,10488.852369433343,2009-06-01 23:57:54
29,40.070858,116.417955,551,39965.998599537,6863.362911156854,10491.18683397468,2009-06-01 23:57:59
30,40.070801,116.417981,530,39965.9986574074,6865.577787527378,10484.850430208897,2009-06-01 23:58:04
31,40.070756,116.418052,492,39965.9987152778,6871.626103769047,10479.848006152848,2009-06-01 23:58:09
32,40.070526,116.41899,459,39965.9987731481,6951.532028095047,10454.280060575551,2009-06-01 23:58:14
33,40.0706,116.419129,444,39965.9988310185,6963.3730978899475,10462.506269226607,2009-06-01 23:58:19
34,40.07071,116.419189,427,39965.9988888889,6968.484351035489,10474.734417091226,2009-06-01 23:58:24
35,40.070846,116.419242,411,39965.9989467593,6972.999291315204,10489.852854238274,2009-06-01 23:58:29
36,40.070942,116.41926200000002,393,39965.9990046296,6974.703042366201,10500.524692079942,2009-06-01 23:58:34
37,40.07108,116.419327,368,39965.9990625,6980.240233271581,10515.865458772232,2009-06-01 23:58:39
38,40.071249,116.419142,343,39965.9991203704,6964.480536071908,10534.652339388236,2009-06-01 23:58:44
39,40.07132100000001,116.418917,298,39965.9991782407,6945.313336764328,10542.65621740978,2009-06-01 23:58:49
40,40.071415,116.418931,273,39965.9992361111,6946.505962499729,10553.105724725665,2009-06-01 23:58:54
41,40.071468,116.418893,259,39965.9992939815,6943.268835504776,10558.997468161817,2009-06-01 23:58:59
42,40.071592,116.418911,241,39965.9993518519,6944.8022114494515,10572.7819243641,2009-06-01 23:59:04
43,40.071662,116.418928,240,39965.9994097222,6946.250399843385,10580.563472132792,2009-06-01 23:59:09
44,40.071742,116.419071,247,39965.9994675926,6958.432219847061,10589.456669506704,2009-06-01 23:59:14
45,40.071811,116.419096,240,39965.999525463,6960.561908658477,10597.12705217528,2009-06-01 23:59:19
46,40.07197,116.419159,224,39965.9995833333,6965.928724464984,10614.80228157052,2009-06-01 23:59:24
47,40.072036,116.418991,198,39965.9996412037,6951.61721564787,10622.139169148884,2009-06-01 23:59:29
48,40.072108,116.418893,174,39965.9996990741,6943.268835504776,10630.143046443918,2009-06-01 23:59:34
49,40.072168,116.418849,166,39965.9997569444,6939.520583192385,10636.81294413806,2009-06-01 23:59:39
50,40.072235,116.418846,156,39965.9998148148,6939.265020535988,10644.260996509656,2009-06-01 23:59:44
51,40.072297,116.41883,154,39965.9998726852,6937.902019694609,10651.153224025376,2009-06-01 23:59:49
52,40.072366,116.418848,147,39965.9999305556,6939.435395641697,10658.82360620295,2009-06-01 23:59:54
53,40.07242100000001,116.418861,146,39965.9999884259,6940.542833824458,10664.937678910374,2009-06-01 23:59:59
54,40.072468,116.418816,144,39966.0000462963,6936.709393958898,10670.162431919254,2009-06-02 00:00:04
