,Lat,Long,Alt,dayNo,x,y,datetime
0,40.072597,116.41666,85,39954.997974537,6753.045030214552,10684.502711309671,2009-05-21 23:57:05
1,40.072603,116.416649,100,39954.998032407406,6752.10796713012,10685.169701044113,2009-05-21 23:57:10
2,40.072605,116.416604,104,39954.9980902778,6748.274527247479,10685.392030954781,2009-05-21 23:57:15
3,40.072609,116.416527,109,39954.9981481481,6741.71508566369,10685.83669077738,2009-05-21 23:57:20
4,40.072609,116.41648700000002,118,39954.9982060185,6738.3075835445325,10685.83669077738,2009-05-21 23:57:25
5,40.072605,116.416382,111,39954.9982638889,6729.362890474983,10685.392030954781,2009-05-21 23:57:30
6,40.072568,116.416321,113,39954.9983217593,6724.166449737628,10681.278927589185,2009-05-21 23:57:35
7,40.072576,116.416201,103,39954.9983796296,6713.9439433695725,10682.168247237269,2009-05-21 23:57:40
8,40.072573,116.41611,95,39954.9984375,6706.191876037554,10681.834752369421,2009-05-21 23:57:45
9,40.072584,116.416042,98,39954.9984953704,6700.3991224246765,10683.057566885238,2009-05-21 23:57:50
10,40.072574,116.41596,98,39954.9985532407,6693.413743070879,10681.945917325147,2009-05-21 23:57:55
11,40.072569,116.415892,98,39954.9986111111,6687.620989455853,10681.390092545682,2009-05-21 23:58:00
12,40.072577,116.415822,95,39954.9986689815,6681.657860735016,10682.279412193664,2009-05-21 23:58:05
13,40.072583,116.415739,93,39954.998726851896,6674.587293819574,10682.946401929641,2009-05-21 23:58:10
14,40.072585,116.415679,91,39954.9987847222,6669.476040629661,10683.168731840824,2009-05-21 23:58:15
15,40.072584,116.415624,89,39954.9988425926,6664.790725202379,10683.057566885238,2009-05-21 23:58:20
16,40.072572,116.415552,90,39954.998900463,6658.657221372655,10681.723587412976,2009-05-21 23:58:25
17,40.072593,116.415465,90,39954.9989583333,6651.245904240376,10684.058051487162,2009-05-21 23:58:30
18,40.072597,116.415376,89,39954.9990162037,6643.664212001489,10684.502711309671,2009-05-21 23:58:35
19,40.072574,116.415266,84,39954.999074074105,6634.2935811414945,10681.945917325147,2009-05-21 23:58:40
20,40.072561,116.415197,85,39954.9991319444,6628.415639965121,10680.50077289688,2009-05-21 23:58:45
21,40.072564,116.415087,91,39954.9991898148,6619.045009103188,10680.834267765187,2009-05-21 23:58:50
22,40.072573,116.415021,96,39954.9992476852,6613.422630580919,10681.834752369421,2009-05-21 23:58:55
23,40.072573,116.414953,99,39954.999305555604,6607.629876954712,10681.834752369421,2009-05-21 23:59:00
24,40.072573,116.414889,103,39954.9993634259,6602.177873537999,10681.834752369421,2009-05-21 23:59:05
