,Lat,Long,Alt,dayNo,x,y,datetime
0,39.99291,116.358201,492,39877.0004398148,1773.0655964680552,1826.060188968208,2009-03-05 00:00:38
1,39.992814,116.358233,490,39877.0004976852,1775.7915984164672,1815.3882551163326,2009-03-05 00:00:43
2,39.992535,116.358779,334,39877.0005555556,1822.3040066138929,1784.3729466881366,2009-03-05 00:00:48
3,39.992563,116.359025,331,39877.0006134259,1843.2601465670405,1787.4855941742358,2009-03-05 00:00:53
4,39.992698,116.359368,326,39877.0006712963,1872.479479908283,1802.4930015540976,2009-03-05 00:00:58
5,39.992737,116.359828,317,39877.0007291667,1911.6657578529928,1806.828474753888,2009-03-05 00:01:03
6,39.992789,116.360369,311,39877.000787037,1957.752228196315,1812.6091056566281,2009-03-05 00:01:08
7,39.992783,116.360865,309,39877.0008449074,2000.0052582939509,1811.9421097852207,2009-03-05 00:01:13
8,39.992897,116.361274,302,39877.0009027778,2034.8469705996474,1824.6150312659236,2009-03-05 00:01:18
9,39.993028,116.36176299999998,297,39877.0009606481,2076.5036877443767,1839.1777741665733,2009-03-05 00:01:23
10,39.99301,116.362019,295,39877.0010185185,2098.3117032572422,1837.1767866053765,2009-03-05 00:01:28
11,39.99287,116.362255,283,39877.0010763889,2118.4159675562337,1821.613549878316,2009-03-05 00:01:33
12,39.992561,116.362412,269,39877.0011342593,2131.790414566536,1787.263262211832,2009-03-05 00:01:38
13,39.992334,116.362475,264,39877.0011921296,2137.157230881507,1762.028584084455,2009-03-05 00:01:43
14,39.992132,116.362458,243,39877.00125,2135.7090423527507,1739.5730549764642,2009-03-05 00:01:48
15,39.992132,116.362458,243,39877.0012847222,2135.7090423527507,1739.5730549764642,2009-03-05 00:01:51
16,39.992131,116.362453,242,39877.0013078704,2135.283104548259,1739.4618889897467,2009-03-05 00:01:53
17,39.992119,116.362486,243,39877.001365740696,2138.0942940470363,1738.1278971446025,2009-03-05 00:01:58
18,39.992117,116.362523,246,39877.0014236111,2141.2462337871475,1737.9055651701144,2009-03-05 00:02:03
19,39.992099,116.362526,247,39877.0014814815,2141.5017964698286,1735.9045773988312,2009-03-05 00:02:08
20,39.991986,116.36259,243,39877.001539351804,2146.9538003452067,1723.3428207405059,2009-03-05 00:02:13
21,39.991764,116.36259,240,39877.0015972222,2146.9538003452067,1698.6639709010076,2009-03-05 00:02:18
22,39.991499,116.362511,231,39877.0016550926,2140.22398306292,1669.2049826519253,2009-03-05 00:02:23
23,39.991117,116.362534,234,39877.001712963,2142.183296954808,1626.7395715930961,2009-03-05 00:02:28
24,39.990752,116.362564,237,39877.0017708333,2144.738923770732,1586.1639807469155,2009-03-05 00:02:33
25,39.990191,116.36263999999998,240,39877.0018287037,2151.2131783722466,1523.7998501169425,2009-03-05 00:02:38
26,39.98977,116.36267,236,39877.0018865741,2153.768805187956,1476.99895799474,2009-03-05 00:02:43
27,39.989305,116.36271,234,39877.0019444444,2157.1763076124203,1425.3067585933456,2009-03-05 00:02:48
28,39.988955,116.362695,234,39877.0020023148,2155.8984942035295,1386.398649689445,2009-03-05 00:02:53
29,39.98874,116.362604,239,39877.0020601852,2148.146426193315,1362.497953442278,2009-03-05 00:02:58
30,39.988577,116.362681,228,39877.0021180556,2154.7058683555074,1344.3778903116686,2009-03-05 00:03:03
31,39.988549,116.362692,232,39877.002175925896,2155.642931520883,1341.2652413957105,2009-03-05 00:03:08
32,39.988552,116.362703,233,39877.0022337963,2156.57999468625,1341.598739494203,2009-03-05 00:03:13
33,39.988528,116.362721,234,39877.0022916667,2158.1133707756053,1338.930754702328,2009-03-05 00:03:18
34,39.98851,116.362745,234,39877.002349537004,2160.1578722302147,1336.929766103402,2009-03-05 00:03:23
35,39.988502,116.362752,234,39877.0024074074,2160.754185154197,1336.040437836666,2009-03-05 00:03:28
36,39.988502,116.362752,234,39877.0024421296,2160.754185154197,1336.040437836666,2009-03-05 00:03:31
37,39.988494,116.362755,234,39877.0024652778,2161.009747836831,1335.151109568403,2009-03-05 00:03:33
38,39.988483,116.362768,234,39877.0025231481,2162.1171861217385,1333.928283197584,2009-03-05 00:03:38
39,39.988483,116.362767,234,39877.0025810185,2162.0319985608608,1333.928283197584,2009-03-05 00:03:43
40,39.988477,116.362773,234,39877.0026388889,2162.5431239261247,1333.26128699518,2009-03-05 00:03:48
41,39.988477,116.362773,234,39877.002673611096,2162.5431239261247,1333.26128699518,2009-03-05 00:03:51
42,39.988472,116.362776,233,39877.0026967593,2162.7986866065867,1332.7054568252147,2009-03-05 00:03:53
43,39.988463,116.362784,233,39877.0027546296,2163.4801870914303,1331.7049625208745,2009-03-05 00:03:58
44,39.988451,116.362796,234,39877.0028125,2164.5024378176045,1330.3709701118235,2009-03-05 00:04:03
45,39.988414,116.362808,234,39877.0028703704,2165.5246885437687,1326.257826839971,2009-03-05 00:04:08
46,39.988299,116.36283600000002,231,39877.0029282407,2167.909940239558,1313.473732774602,2009-03-05 00:04:13
47,39.988004,116.362935,227,39877.002986111096,2176.3435087330995,1280.6797515719074,2009-03-05 00:04:18
48,39.987745,116.362956,227,39877.0030439815,2178.132447504765,1251.8877468181558,2009-03-05 00:04:23
49,39.98752,116.362988,230,39877.0031018518,2180.8584494393867,1226.8753867780106,2009-03-05 00:04:28
50,39.987306,116.36298,224,39877.003159722204,2180.1769489568205,1203.0858526261259,2009-03-05 00:04:33
51,39.987038,116.363076,228,39877.003217592595,2188.354954766817,1173.293351086308,2009-03-05 00:04:38
52,39.987024,116.363077,229,39877.003275463,2188.4401423276736,1171.7370263539106,2009-03-05 00:04:43
53,39.987026,116.363072,230,39877.0033333333,2188.0142045233924,1171.9593584588945,2009-03-05 00:04:48
54,39.98702700000001,116.363075,230,39877.0033912037,2188.269767203794,1172.0705245117204,2009-03-05 00:04:53
55,39.98702700000001,116.363081,230,39877.0034490741,2188.78089256893,1172.0705245117204,2009-03-05 00:04:58
56,39.98702700000001,116.363081,230,39877.003483796296,2188.78089256893,1172.0705245117204,2009-03-05 00:05:01
