,Lat,Long,Alt,dayNo,x,y,datetime
0,40.07095,116.418773,-77,39976.0036226852,6933.046329200804,10501.414011895511,2009-06-12 00:05:13
1,40.070531,116.42103,-1028,39976.0036805556,7125.314634712484,10454.835885486695,2009-06-12 00:05:18
2,40.07047100000001,116.421234,-1141,39976.0037384259,7142.692895322471,10448.16598653324,2009-06-12 00:05:23
3,40.070477,116.421551,-1147,39976.003796296296,7169.697349292577,10448.83297643052,2009-06-12 00:05:28
4,40.070314,116.422032,-1333,39976.0038541667,7210.672561738808,10430.71308405157,2009-06-12 00:05:33
5,40.070801,116.419057,-25,39976.003912037,6957.239594114254,10484.850430208897,2009-06-12 00:05:38
6,40.070619,116.420409,-631,39976.003969907404,7072.4131648541015,10464.618403868792,2009-06-12 00:05:43
7,40.070863,116.418785,112,39976.004027777795,6934.068579833078,10491.742658864541,2009-06-12 00:05:48
8,40.070836,116.418804,196,39976.0040856482,6935.6871433310425,10488.741204455348,2009-06-12 00:05:53
9,40.070826,116.418789,207,39976.0041435185,6934.409330040216,10487.629554672552,2009-06-12 00:05:58
10,40.070966,116.41879099999998,161,39976.0042013889,6934.579705145951,10503.192651522077,2009-06-12 00:06:03
11,40.070996,116.418786,159,39976.0042592593,6934.1537673859475,10506.527600814885,2009-06-12 00:06:08
12,40.07106,116.41878,163,39976.0043171296,6933.642642068733,10513.642159265806,2009-06-12 00:06:13
13,40.071097,116.418767,174,39976.004375,6932.535203885744,10517.755263346786,2009-06-12 00:06:18
14,40.071154,116.418816,193,39976.0044328704,6936.709393958898,10524.091666897662,2009-06-12 00:06:23
15,40.071254,116.418899,206,39976.0044907407,6943.7799608196765,10535.208164252324,2009-06-12 00:06:28
16,40.071336,116.41895,212,39976.0045486111,6948.124525997087,10544.32369198794,2009-06-12 00:06:33
17,40.071358,116.419013,204,39976.004606481496,6953.4913418034375,10546.769321366237,2009-06-12 00:06:38
18,40.071391,116.419003,199,39976.0046643519,6952.639466279572,10550.437765420987,2009-06-12 00:06:43
19,40.071387,116.418884,206,39976.004722222206,6942.50214753133,10549.993105536629,2009-06-12 00:06:48
20,40.07142,116.41879099999998,204,39976.0047800926,6934.579705145951,10553.661549579816,2009-06-12 00:06:53
21,40.071457,116.418775,210,39976.004837962995,6933.216704306547,10557.774653490016,2009-06-12 00:06:58
22,40.071518,116.418796,221,39976.0048958333,6935.005642910286,10564.55571665423,2009-06-12 00:07:03
23,40.071549,116.418808,235,39976.0049537037,6936.027893540331,10568.001830703586,2009-06-12 00:07:08
24,40.071603,116.418794,238,39976.0050115741,6934.835267804555,10574.00473901827,2009-06-12 00:07:13
25,40.07167000000001,116.418764,234,39976.0050694444,6932.279641229291,10581.452791875216,2009-06-12 00:07:18
26,40.071752,116.418743,226,39976.0051273148,6930.490702625407,10590.568319172764,2009-06-12 00:07:23
27,40.071794,116.418749,228,39976.0051851852,6931.0018279405,10595.237247754936,2009-06-12 00:07:28
28,40.07183,116.41878,238,39976.0052430556,6933.642642068733,10599.23918652246,2009-06-12 00:07:33
29,40.071876,116.418755,242,39976.0053009259,6931.512953255589,10604.352774923527,2009-06-12 00:07:38
30,40.071931,116.418753,244,39976.0053587963,6931.342578152007,10610.466847975782,2009-06-12 00:07:43
31,40.072111,116.418766,200,39976.005416666696,6932.4500163328685,10630.476541329648,2009-06-12 00:07:48
32,40.072182,116.418771,189,39976.005474537,6932.875954095063,10638.369253593291,2009-06-12 00:07:53
33,40.072268,116.418737,178,39976.005532407406,6929.979577310302,10647.929440193342,2009-06-12 00:07:58
34,40.07235,116.418729,166,39976.0055902778,6929.29807688943,10657.044966862884,2009-06-12 00:08:03
35,40.072418,116.418698,173,39976.0056481481,6926.657262760855,10664.604184035858,2009-06-12 00:08:08
36,40.072437,116.418638,173,39976.0057060185,6921.546009606713,10666.716318235169,2009-06-12 00:08:13
37,40.07252800000001,116.418573,169,39976.005763888905,6916.0088186893845,10676.832329337165,2009-06-12 00:08:18
38,40.07255900000001,116.418544,171,39976.0058217593,6913.538379665601,10680.27844298508,2009-06-12 00:08:23
39,40.07257,116.418501,173,39976.0058796296,6909.875314904963,10681.50125750146,2009-06-12 00:08:28
40,40.072596,116.418439,173,39976.0059375,6904.5936866423635,10684.391546354947,2009-06-12 00:08:33
41,40.072613,116.418367,175,39976.005995370404,6898.460182853679,10686.281350599069,2009-06-12 00:08:38
42,40.072642,116.418307,177,39976.0060532407,6893.34892969739,10689.505134303532,2009-06-12 00:08:43
43,40.072655,116.418256,181,39976.0061111111,6889.004364512848,10690.950278718296,2009-06-12 00:08:48
44,40.072682,116.41814,182,39976.0061689815,6879.122608402139,10693.951732497791,2009-06-12 00:08:53
45,40.072692,116.418082,185,39976.006226851896,6874.181730348944,10695.06338204262,2009-06-12 00:08:58
46,40.072709,116.418036,190,39976.0062847222,6870.263102924912,10696.95318626794,2009-06-12 00:09:03
47,40.072744,116.417981,194,39976.0063425926,6865.577787527378,10700.843959658176,2009-06-12 00:09:08
48,40.07275900000001,116.417907,200,39976.006400463,6859.273908625442,10702.511433964786,2009-06-12 00:09:13
49,40.072805,116.417806,201,39976.0064583333,6850.669965800061,10707.625021816528,2009-06-12 00:09:18
50,40.072809,116.417637,221,39976.0065162037,6836.273269382689,10708.069681628871,2009-06-12 00:09:23
51,40.072842,116.417543,228,39976.006574074105,6828.2656394190735,10711.738125070398,2009-06-12 00:09:28
52,40.072905,116.417465,229,39976.0066319444,6821.6210102997165,10718.741517055078,2009-06-12 00:09:33
53,40.072749,116.4174,240,39976.0066898148,6816.083819368095,10701.399784427133,2009-06-12 00:09:38
54,40.072736,116.41736000000002,247,39976.0067476852,6812.676317256374,10699.954640027328,2009-06-12 00:09:43
55,40.072742,116.417285,251,39976.006805555604,6806.287250791372,10700.621629750363,2009-06-12 00:09:48
56,40.072779,116.417226,254,39976.0068634259,6801.261185172144,10704.734733033416,2009-06-12 00:09:53
57,40.072801,116.417159,258,39976.0069212963,6795.553619130756,10707.180362004683,2009-06-12 00:09:58
58,40.072865,116.41705,258,39976.0069791667,6786.2681758632325,10714.294918975183,2009-06-12 00:10:03
59,40.072969,116.416959,260,39976.007037037,6778.516108547599,10725.856073940942,2009-06-12 00:10:08
60,40.073074,116.416886,264,39976.0070949074,6772.297417184899,10737.528393716631,2009-06-12 00:10:13
61,40.073101,116.416803,265,39976.0071527778,6765.226850290288,10740.529847351076,2009-06-12 00:10:18
62,40.07314,116.416734,267,39976.0072106481,6759.34890913407,10744.865280360771,2009-06-12 00:10:23
63,40.073129,116.416661,269,39976.0072685185,6753.130217767877,10743.64246592337,2009-06-12 00:10:28
64,40.073182,116.416545,261,39976.0073263889,6743.248461619693,10749.534208196208,2009-06-12 00:10:33
65,40.073192,116.416473,262,39976.007384259305,6737.114957801771,10750.645857677635,2009-06-12 00:10:38
